Timestamp,Soil.Heat.Flux.Density..uncorrected....0.05m..1,Soil.Heat.Flux.Density..uncorrected....0.05m..2,Soil.Heat.Flux.Density..uncorrected....0.05m..3
2017-06-15 00:00:00,-12.78,-11.24,-7.98
2017-06-15 00:30:00,-13.46,-11.9,-8.25
2017-06-15 01:00:00,-14.12,-12.24,-8.58
2017-06-15 01:30:00,-14.39,-12.25,-8.74
2017-06-15 02:00:00,-14.68,-12.39,-8.82
2017-06-15 02:30:00,-15.16,-12.73,-8.98
2017-06-15 03:00:00,-15.6,-13.07,-9.37
2017-06-15 03:30:00,-15.95,-13.17,-9.68
2017-06-15 04:00:00,-16.14,-13.12,-10.01
2017-06-15 04:30:00,-16.23,-13.05,-10.22
2017-06-15 05:00:00,-16.3,-12.87,-10.27
2017-06-15 05:30:00,-16.07,-12.51,-10.11
2017-06-15 06:00:00,-15.64,-12.02,-9.91
2017-06-15 06:30:00,-15.01,-11.29,-9.47
2017-06-15 07:00:00,-14.08,-10.4,-8.94
2017-06-15 07:30:00,-12.86,-9.31,-8.11
2017-06-15 08:00:00,-11.15,-7.96,-7.09
2017-06-15 08:30:00,-9.06,-6.27,-5.54
2017-06-15 09:00:00,-6.67,-4.33,-4.34
2017-06-15 09:30:00,-4.79,-2.78,-3.46
2017-06-15 10:00:00,-3.3,-1.46,-3.34
2017-06-15 10:30:00,-2.67,-0.91,-3.16
2017-06-15 11:00:00,-2.09,-0.53,-3.02
2017-06-15 11:30:00,-2.48,-0.73,-3.23
2017-06-15 12:00:00,-1.94,-0.36,-2.36
2017-06-15 12:30:00,-1.1,0.61,-2.08
2017-06-15 13:00:00,-1.53,0.48,-2.62
2017-06-15 13:30:00,-1.26,0.7,-1.97
2017-06-15 14:00:00,-0.21,1.7,-1.85
2017-06-15 14:30:00,-1.32,0.82,-2.46
2017-06-15 15:00:00,-0.56,1.35,-1.33
2017-06-15 15:30:00,1.09,2.68,-0.67
2017-06-15 16:00:00,1.71,4.1,-0.04
2017-06-15 16:30:00,0.58,3.86,-0.49
2017-06-15 17:00:00,-0.91,2.59,-0.69
2017-06-15 17:30:00,-1.02,2.13,-0.56
2017-06-15 18:00:00,-1.13,1.86,-0.68
2017-06-15 18:30:00,-2,0.4,-1.11
2017-06-15 19:00:00,-2.89,-1.07,-1.41
2017-06-15 19:30:00,-2.94,-1.53,-1.39
2017-06-15 20:00:00,-3.19,-1.95,-1.56
2017-06-15 20:30:00,-3.68,-2.71,-1.88
2017-06-15 21:00:00,-4.27,-3.52,-2.29
2017-06-15 21:30:00,-4.87,-4.18,-2.66
2017-06-15 22:00:00,-5.27,-4.73,-2.86
2017-06-15 22:30:00,-5.64,-5.11,-3.12
2017-06-15 23:00:00,-6.07,-5.39,-3.32
2017-06-15 23:30:00,-6.39,-5.68,-3.52
2017-06-16 00:00:00,-6.88,-5.97,-3.8
2017-06-16 00:30:00,-8.13,-7.05,-4.69
2017-06-16 01:00:00,-10.99,-9.07,-6.16
2017-06-16 01:30:00,-14.44,-11.58,-7.68
2017-06-16 02:00:00,-16.78,-13.38,-8.49
2017-06-16 02:30:00,-18.48,-14.74,-9.17
2017-06-16 03:00:00,-19.81,-15.79,-9.64
2017-06-16 03:30:00,-20.85,-16.69,-10.11
2017-06-16 04:00:00,-22.24,-17.71,-10.81
2017-06-16 04:30:00,-23.75,-18.67,-11.48
2017-06-16 05:00:00,-24.35,-19.02,-11.53
2017-06-16 05:30:00,-22.61,-17.93,-10.38
2017-06-16 06:00:00,-18.82,-15.39,-8.32
2017-06-16 06:30:00,-14.21,-12.06,-6.04
2017-06-16 07:00:00,-9.69,-8.62,-3.72
2017-06-16 07:30:00,-5.6,-5.92,-1.75
2017-06-16 08:00:00,-0.88,-3.39,0.68
2017-06-16 08:30:00,6.15,-0.51,3.79
2017-06-16 09:00:00,18.35,5.09,9.04
2017-06-16 09:30:00,35.16,14.6,15.61
2017-06-16 10:00:00,51.06,25.67,22.98
2017-06-16 10:30:00,64.68,36.82,29.87
2017-06-16 11:00:00,77.07,48.8,35.63
2017-06-16 11:30:00,88.17,60.48,39.46
2017-06-16 12:00:00,95.45,70.38,40.6
2017-06-16 12:30:00,98.87,78.2,40
2017-06-16 13:00:00,99.12,84.16,38.44
2017-06-16 13:30:00,97.51,88.03,35.49
2017-06-16 14:00:00,93.83,89.84,31.13
2017-06-16 14:30:00,89.16,89.4,25.9
2017-06-16 15:00:00,81.73,85.23,19.91
2017-06-16 15:30:00,72.57,79.15,14.09
2017-06-16 16:00:00,63.26,72.54,9.51
2017-06-16 16:30:00,55.66,65.7,6.97
2017-06-16 17:00:00,48.68,59.02,5.18
2017-06-16 17:30:00,41.2,51.85,3.26
2017-06-16 18:00:00,32.43,42.8,1.04
2017-06-16 18:30:00,22.76,33.55,-0.98
2017-06-16 19:00:00,13.86,25.37,-2.36
2017-06-16 19:30:00,7.01,18.01,-3.73
2017-06-16 20:00:00,1.49,11.14,-4.93
2017-06-16 20:30:00,-2.61,5.24,-6.07
2017-06-16 21:00:00,-6.14,-0.01,-7.18
2017-06-16 21:30:00,-9.42,-4.32,-8.08
2017-06-16 22:00:00,-12.11,-7.96,-8.83
2017-06-16 22:30:00,-14.79,-10.4,-9.68
2017-06-16 23:00:00,-16.79,-12.06,-9.95
2017-06-16 23:30:00,-17.41,-12.85,-9.84
2017-06-17 00:00:00,-18.04,-13.52,-10.16
2017-06-17 00:30:00,-19.8,-14.92,-11.14
2017-06-17 01:00:00,-21.25,-16,-12.04
2017-06-17 01:30:00,-22.45,-17.01,-12.75
2017-06-17 02:00:00,-23.45,-17.79,-13.29
2017-06-17 02:30:00,-24.02,-18.35,-13.35
2017-06-17 03:00:00,-24.2,-18.56,-13.36
2017-06-17 03:30:00,-24.51,-18.81,-13.45
2017-06-17 04:00:00,-24.65,-18.96,-13.45
2017-06-17 04:30:00,-24.31,-18.75,-13.19
2017-06-17 05:00:00,-23.46,-18.09,-12.62
2017-06-17 05:30:00,-21.61,-16.76,-11.64
2017-06-17 06:00:00,-19.32,-14.98,-10.64
2017-06-17 06:30:00,-17.03,-13.04,-9.74
2017-06-17 07:00:00,-14.66,-11.17,-8.41
2017-06-17 07:30:00,-10.73,-8.3,-5.85
2017-06-17 08:00:00,-5.51,-4.24,-2.91
2017-06-17 08:30:00,0.63,0.23,0.13
2017-06-17 09:00:00,7.25,5.23,2.72
2017-06-17 09:30:00,13.47,10.45,5.22
2017-06-17 10:00:00,20.74,15.9,8.29
2017-06-17 10:30:00,30.92,22.47,12.63
2017-06-17 11:00:00,40.21,28.82,15.35
2017-06-17 11:30:00,46.38,33.22,16.77
2017-06-17 12:00:00,49.21,36.31,17.58
2017-06-17 12:30:00,50.92,38.68,17.78
2017-06-17 13:00:00,52.86,40.95,17.74
2017-06-17 13:30:00,51.09,39.6,15.63
2017-06-17 14:00:00,48.16,37.15,14.32
2017-06-17 14:30:00,45.85,35.12,12.81
2017-06-17 15:00:00,45.41,36.34,12.92
2017-06-17 15:30:00,44.74,36.72,11.95
2017-06-17 16:00:00,41.84,34.51,10.6
2017-06-17 16:30:00,36.3,31.04,8.32
2017-06-17 17:00:00,30.19,25.92,5.71
2017-06-17 17:30:00,23.62,20.23,3.03
2017-06-17 18:00:00,17.5,14.88,0.73
2017-06-17 18:30:00,11.99,10.08,-0.93
2017-06-17 19:00:00,7.3,6.13,-2.33
2017-06-17 19:30:00,3.12,2.72,-3.31
2017-06-17 20:00:00,0.14,0.17,-4.11
2017-06-17 20:30:00,-2.44,-2.15,-5.08
2017-06-17 21:00:00,-4.9,-4.27,-5.83
2017-06-17 21:30:00,-7.05,-6.07,-6.52
2017-06-17 22:00:00,-8.75,-7.29,-6.87
2017-06-17 22:30:00,-9.99,-8.24,-7.22
2017-06-17 23:00:00,-10.85,-8.91,-7.43
2017-06-17 23:30:00,-11.57,-9.45,-7.54
2017-06-18 00:00:00,-12.08,-9.99,-7.66
2017-06-18 00:30:00,-12.65,-10.39,-7.82
2017-06-18 01:00:00,-12.92,-10.55,-7.98
2017-06-18 01:30:00,-13.18,-10.64,-8.25
2017-06-18 02:00:00,-13.4,-10.61,-8.45
2017-06-18 02:30:00,-13.42,-10.56,-8.39
2017-06-18 03:00:00,-13.35,-10.34,-8.26
2017-06-18 03:30:00,-13.35,-10.15,-8.44
2017-06-18 04:00:00,-13.72,-10.05,-8.78
2017-06-18 04:30:00,-13.89,-9.97,-8.89
2017-06-18 05:00:00,-13.9,-9.88,-8.97
2017-06-18 05:30:00,-13.75,-9.92,-8.93
2017-06-18 06:00:00,-13.42,-9.63,-8.72
2017-06-18 06:30:00,-12.79,-9.18,-8.38
2017-06-18 07:00:00,-11.79,-8.43,-7.78
2017-06-18 07:30:00,-10.1,-7.2,-6.45
2017-06-18 08:00:00,-7.44,-5.3,-5.09
2017-06-18 08:30:00,-5.52,-3.66,-4.35
2017-06-18 09:00:00,-4.52,-2.71,-3.97
2017-06-18 09:30:00,-3.1,-1.76,-3.28
2017-06-18 10:00:00,-1.85,-0.91,-2.54
2017-06-18 10:30:00,-0.07,0.53,-1.65
2017-06-18 11:00:00,2.14,2,-1.03
2017-06-18 11:30:00,2.56,2.57,-1.12
2017-06-18 12:00:00,3.26,3.27,-0.68
2017-06-18 12:30:00,3.56,3.74,-1.03
2017-06-18 13:00:00,2.36,2.9,-1.63
2017-06-18 13:30:00,1.32,2.05,-1.82
2017-06-18 14:00:00,0.94,1.92,-1.7
2017-06-18 14:30:00,1.46,2.41,-1.03
2017-06-18 15:00:00,2.87,3.62,-0.25
2017-06-18 15:30:00,4.17,4.49,0.33
2017-06-18 16:00:00,5.56,5.49,1.24
2017-06-18 16:30:00,7.72,7.07,1.85
2017-06-18 17:00:00,8.35,7.67,1.82
2017-06-18 17:30:00,7.49,7.05,1.21
2017-06-18 18:00:00,6.68,6.19,0.93
2017-06-18 18:30:00,6.21,5.7,0.74
2017-06-18 19:00:00,5.65,5.06,0.53
2017-06-18 19:30:00,5.2,4.39,0.39
2017-06-18 20:00:00,4.44,3.65,-0.13
2017-06-18 20:30:00,2.78,2.13,-1.15
2017-06-18 21:00:00,0.87,0.64,-1.77
2017-06-18 21:30:00,-1,-0.94,-2.48
2017-06-18 22:00:00,-2.71,-2.43,-3.38
2017-06-18 22:30:00,-5.07,-4.36,-4.59
2017-06-18 23:00:00,-7.75,-6.43,-5.81
2017-06-18 23:30:00,-10.43,-8.57,-6.93
2017-06-19 00:00:00,-12.72,-10.36,-7.77
2017-06-19 00:30:00,-14.46,-11.73,-8.46
2017-06-19 01:00:00,-16,-12.67,-9.12
2017-06-19 01:30:00,-17.45,-13.1,-9.65
2017-06-19 02:00:00,-18.08,-13.35,-9.65
2017-06-19 02:30:00,-17.86,-13.23,-9.38
2017-06-19 03:00:00,-17.92,-13.27,-9.52
2017-06-19 03:30:00,-18.48,-13.71,-9.75
2017-06-19 04:00:00,-18.78,-13.99,-9.75
2017-06-19 04:30:00,-18.36,-13.8,-9.27
2017-06-19 05:00:00,-17.43,-13.2,-8.68
2017-06-19 05:30:00,-16.29,-12.45,-7.94
2017-06-19 06:00:00,-14.65,-11.36,-6.97
2017-06-19 06:30:00,-12.44,-9.96,-5.74
2017-06-19 07:00:00,-9.9,-8.24,-4.39
2017-06-19 07:30:00,-6.91,-6.18,-2.64
2017-06-19 08:00:00,-3.58,-3.82,-1.16
2017-06-19 08:30:00,-0.34,-1.46,1.03
2017-06-19 09:00:00,5.15,2.66,4.01
2017-06-19 09:30:00,11.65,7.71,6.7
2017-06-19 10:00:00,17.19,12.48,8.57
2017-06-19 10:30:00,21.58,16.27,10.78
2017-06-19 11:00:00,26.49,20.07,13.27
2017-06-19 11:30:00,34.99,26.77,17.38
2017-06-19 12:00:00,38.8,30.1,17.25
2017-06-19 12:30:00,38.82,30.13,16.98
2017-06-19 13:00:00,43.62,34.21,20.32
2017-06-19 13:30:00,51.18,41.96,22.92
2017-06-19 14:00:00,55.57,46.23,24
2017-06-19 14:30:00,58.89,48.77,24.36
2017-06-19 15:00:00,57.62,48.02,23.91
2017-06-19 15:30:00,56.87,48,23.65
2017-06-19 16:00:00,56.13,47.38,22.24
2017-06-19 16:30:00,53.01,44.94,19.71
2017-06-19 17:00:00,48.3,40.93,17.41
2017-06-19 17:30:00,44.66,37.41,16.21
2017-06-19 18:00:00,42.17,35.24,15.11
2017-06-19 18:30:00,37.52,31.65,13.13
2017-06-19 19:00:00,31.85,27.28,11.01
2017-06-19 19:30:00,25.67,22.03,8.68
2017-06-19 20:00:00,19.6,16.68,6.3
2017-06-19 20:30:00,13.91,12.13,4.17
2017-06-19 21:00:00,9.04,7.77,2.05
2017-06-19 21:30:00,4.06,3.24,0.05
2017-06-19 22:00:00,0.13,-0.43,-1.59
2017-06-19 22:30:00,-3.41,-3.65,-3.38
2017-06-19 23:00:00,-7.14,-6.91,-5.26
2017-06-19 23:30:00,-10.51,-9.36,-6.53
2017-06-20 00:00:00,-12.2,-10.66,-6.56
2017-06-20 00:30:00,-12.16,-10.67,-6.2
2017-06-20 01:00:00,-11.97,-10.56,-6.1
2017-06-20 01:30:00,-11.94,-10.51,-6.13
2017-06-20 02:00:00,-11.72,-10.33,-6.01
2017-06-20 02:30:00,-11.36,-10,-5.79
2017-06-20 03:00:00,-10.89,-9.55,-5.67
2017-06-20 03:30:00,-10.48,-9.17,-5.74
2017-06-20 04:00:00,-10.98,-9.35,-6.06
2017-06-20 04:30:00,-11.29,-9.46,-6.1
2017-06-20 05:00:00,-11.19,-9.45,-5.94
2017-06-20 05:30:00,-10.12,-8.71,-5.24
2017-06-20 06:00:00,-8.2,-7.44,-3.99
2017-06-20 06:30:00,-5.4,-5.49,-2.23
2017-06-20 07:00:00,-1.79,-2.98,-0.11
2017-06-20 07:30:00,4.02,1.09,3.44
2017-06-20 08:00:00,10.02,6.36,4.9
2017-06-20 08:30:00,13.63,10.73,6.12
2017-06-20 09:00:00,18.62,15.27,8.13
2017-06-20 09:30:00,21.82,19.67,8.4
2017-06-20 10:00:00,23.17,22.05,8.98
2017-06-20 10:30:00,27.59,25.67,10.98
2017-06-20 11:00:00,32.36,29.76,12.84
2017-06-20 11:30:00,36.61,33.36,14.46
2017-06-20 12:00:00,44.07,39.09,18.32
2017-06-20 12:30:00,55.38,48.82,22.57
2017-06-20 13:00:00,63.97,55.85,25.62
2017-06-20 13:30:00,73.03,65,29.98
2017-06-20 14:00:00,81.71,77.39,31.07
2017-06-20 14:30:00,83.25,83.77,28.31
2017-06-20 15:00:00,80.95,84.66,24.86
2017-06-20 15:30:00,75.23,80.96,20.87
2017-06-20 16:00:00,67.26,73.75,16.7
2017-06-20 16:30:00,58.22,64.68,13.1
2017-06-20 17:00:00,48.77,56.14,10.14
2017-06-20 17:30:00,40.17,47.62,7.62
2017-06-20 18:00:00,30.69,38.05,5.04
2017-06-20 18:30:00,21.19,29.25,3.01
2017-06-20 19:00:00,13.05,22.42,1.48
2017-06-20 19:30:00,5.73,15.86,-0.41
2017-06-20 20:00:00,0.18,10.01,-1.91
2017-06-20 20:30:00,-4.3,3.98,-3.49
2017-06-20 21:00:00,-6.38,0.22,-4.1
2017-06-20 21:30:00,-8.36,-2.51,-5.44
2017-06-20 22:00:00,-11.39,-5.7,-7.08
2017-06-20 22:30:00,-13.88,-7.97,-8.37
2017-06-20 23:00:00,-15.62,-9.69,-9
2017-06-20 23:30:00,-16.59,-10.89,-9.81
2017-06-21 00:00:00,-17.44,-11.79,-10.48
2017-06-21 00:30:00,-18.45,-12.71,-11.28
2017-06-21 01:00:00,-19.58,-13.73,-11.88
2017-06-21 01:30:00,-20.92,-14.82,-12.52
2017-06-21 02:00:00,-22.53,-15.94,-13
2017-06-21 02:30:00,-23.66,-16.64,-13.18
2017-06-21 03:00:00,-24.41,-16.99,-13.17
2017-06-21 03:30:00,-24.62,-17.07,-13.05
2017-06-21 04:00:00,-24.46,-16.77,-12.7
2017-06-21 04:30:00,-24.36,-16.43,-12.61
2017-06-21 05:00:00,-24.39,-16.38,-12.64
2017-06-21 05:30:00,-23.96,-16.23,-12.34
2017-06-21 06:00:00,-23.03,-15.57,-11.35
2017-06-21 06:30:00,-21.15,-14.34,-10.18
2017-06-21 07:00:00,-17.78,-12.28,-7.92
2017-06-21 07:30:00,-13.31,-9.45,-4.7
2017-06-21 08:00:00,-7.33,-5.81,-1.86
2017-06-21 08:30:00,-3.08,-3.35,0.7
2017-06-21 09:00:00,9.08,0.4,6.45
2017-06-21 09:30:00,25.36,7.66,12.57
2017-06-21 10:00:00,33.87,13.62,15.17
2017-06-21 10:30:00,40.56,19.92,21.96
2017-06-21 11:00:00,49.45,28.84,26.88
2017-06-21 11:30:00,64.3,42.61,32.96
2017-06-21 12:00:00,70.38,50.84,31.22
2017-06-21 12:30:00,74.75,58.38,32.71
2017-06-21 13:00:00,84.71,71.17,36.03
2017-06-21 13:30:00,90.03,79.22,36.26
2017-06-21 14:00:00,89.85,83.86,33.31
2017-06-21 14:30:00,82.1,81.09,27.02
2017-06-21 15:00:00,70.97,73,21.28
2017-06-21 15:30:00,58.09,61.66,16.2
2017-06-21 16:00:00,51.18,58.6,12.4
2017-06-21 16:30:00,43.7,54.45,8.04
2017-06-21 17:00:00,33.51,46.81,4.2
2017-06-21 17:30:00,24.49,39.08,1.48
2017-06-21 18:00:00,16.69,31.44,-0.74
2017-06-21 18:30:00,8.35,23.8,-2.55
2017-06-21 19:00:00,0.46,16.75,-4.07
2017-06-21 19:30:00,-5.03,10.32,-5.59
2017-06-21 20:00:00,-9.29,4.71,-7
2017-06-21 20:30:00,-13.44,-0.83,-8.59
2017-06-21 21:00:00,-17.04,-5.31,-10.09
2017-06-21 21:30:00,-20.13,-9.42,-11.36
2017-06-21 22:00:00,-22.84,-12.95,-12.51
2017-06-21 22:30:00,-25.13,-15.51,-13.49
2017-06-21 23:00:00,-26.96,-17.2,-14.1
2017-06-21 23:30:00,-28.35,-18.63,-14.73
2017-06-22 00:00:00,-29.44,-19.84,-15
2017-06-22 00:30:00,-30.15,-20.35,-15.19
2017-06-22 01:00:00,-30.56,-20.69,-15.34
2017-06-22 01:30:00,-31.12,-21.17,-15.91
2017-06-22 02:00:00,-31.94,-21.71,-16.59
2017-06-22 02:30:00,-32.72,-22.17,-16.91
2017-06-22 03:00:00,-33.24,-22.5,-17.35
2017-06-22 03:30:00,-34.16,-23.02,-18.14
2017-06-22 04:00:00,-35.07,-23.66,-18.6
2017-06-22 04:30:00,-35.97,-24.26,-18.95
2017-06-22 05:00:00,-36.65,-24.75,-19.08
2017-06-22 05:30:00,-36.45,-24.71,-18.56
2017-06-22 06:00:00,-35.02,-23.99,-17
2017-06-22 06:30:00,-32.21,-22.31,-14.77
2017-06-22 07:00:00,-28.93,-19.94,-12.27
2017-06-22 07:30:00,-24.72,-17.01,-8.94
2017-06-22 08:00:00,-16.98,-13.2,-4.51
2017-06-22 08:30:00,-4.65,-8.33,1.64
2017-06-22 09:00:00,15.5,-1.86,9.37
2017-06-22 09:30:00,37.29,7.72,17.46
2017-06-22 10:00:00,54.95,20.11,27.36
2017-06-22 10:30:00,69.21,32.9,34.99
2017-06-22 11:00:00,80.6,45.16,39.76
2017-06-22 11:30:00,89.08,56.34,42
2017-06-22 12:00:00,94.1,66.4,41.89
2017-06-22 12:30:00,96.6,74.81,41
2017-06-22 13:00:00,96.22,80.57,39.1
2017-06-22 13:30:00,93.51,84.3,36.48
2017-06-22 14:00:00,88.27,85.71,31.86
2017-06-22 14:30:00,81.75,85.06,26.22
2017-06-22 15:00:00,74.9,82.36,20.98
2017-06-22 15:30:00,67.66,77.84,16.42
2017-06-22 16:00:00,60.38,71.57,12.48
2017-06-22 16:30:00,52.58,63.98,9.38
2017-06-22 17:00:00,43.8,55.64,6.4
2017-06-22 17:30:00,34.45,45.86,3.67
2017-06-22 18:00:00,25.07,36.04,1.6
2017-06-22 18:30:00,15.64,27,-0.24
2017-06-22 19:00:00,7.37,19.67,-1.43
2017-06-22 19:30:00,1.27,13.5,-2.87
2017-06-22 20:00:00,-3.27,7.61,-4.49
2017-06-22 20:30:00,-7.5,1.99,-5.83
2017-06-22 21:00:00,-11.17,-2.48,-7.56
2017-06-22 21:30:00,-14.96,-6.93,-9.31
2017-06-22 22:00:00,-18.42,-10.62,-10.65
2017-06-22 22:30:00,-21.34,-13.22,-11.84
2017-06-22 23:00:00,-23.79,-15.31,-12.86
2017-06-22 23:30:00,-25.75,-17.03,-13.69
2017-06-23 00:00:00,-27.34,-18.21,-14.43
2017-06-23 00:30:00,-28.78,-19.21,-15.11
2017-06-23 01:00:00,-29.87,-20,-15.66
2017-06-23 01:30:00,-30.98,-20.83,-16.17
2017-06-23 02:00:00,-31.73,-21.42,-16.45
2017-06-23 02:30:00,-32.49,-21.9,-16.97
2017-06-23 03:00:00,-33.19,-22.3,-17.46
2017-06-23 03:30:00,-33.91,-22.77,-17.86
2017-06-23 04:00:00,-34.47,-23.22,-18.14
2017-06-23 04:30:00,-34.89,-23.49,-18.48
2017-06-23 05:00:00,-35.11,-23.68,-18.3
2017-06-23 05:30:00,-34.7,-23.48,-17.65
2017-06-23 06:00:00,-32.98,-22.63,-15.85
2017-06-23 06:30:00,-29.94,-20.87,-13.01
2017-06-23 07:00:00,-26.21,-18.25,-9.89
2017-06-23 07:30:00,-21.36,-14.98,-6.07
2017-06-23 08:00:00,-12.54,-10.76,-1.45
2017-06-23 08:30:00,1.18,-5.33,5.08
2017-06-23 09:00:00,21.17,1.38,12.3
2017-06-23 09:30:00,40.1,10.99,19.54
2017-06-23 10:00:00,56.54,22.31,28.67
2017-06-23 10:30:00,69.46,33.84,36.1
2017-06-23 11:00:00,80.37,45.58,40.55
2017-06-23 11:30:00,89.77,57.36,42.96
2017-06-23 12:00:00,95.48,68.14,42.84
2017-06-23 12:30:00,97.56,76.89,40.55
2017-06-23 13:00:00,97.97,83.39,38.57
2017-06-23 13:30:00,95.09,86.13,35.11
2017-06-23 14:00:00,89.24,86.11,29.93
2017-06-23 14:30:00,82.33,84.02,24.81
2017-06-23 15:00:00,75,79.91,20.32
2017-06-23 15:30:00,67.28,74.37,15.82
2017-06-23 16:00:00,60.08,68.52,12.2
2017-06-23 16:30:00,52.22,61.32,8.94
2017-06-23 17:00:00,43.05,52.22,6.14
2017-06-23 17:30:00,34.02,42.93,4.2
2017-06-23 18:00:00,25.55,34.21,2.24
2017-06-23 18:30:00,17.01,26.29,0.8
2017-06-23 19:00:00,9.41,19.87,-0.54
2017-06-23 19:30:00,3,13.83,-1.92
2017-06-23 20:00:00,-1.86,8.09,-3.75
2017-06-23 20:30:00,-5.92,2.69,-5.66
2017-06-23 21:00:00,-10.07,-1.9,-8.07
2017-06-23 21:30:00,-13.45,-5.59,-9.11
2017-06-23 22:00:00,-16.21,-8.54,-10.11
2017-06-23 22:30:00,-18.78,-10.91,-10.87
2017-06-23 23:00:00,-20.89,-12.7,-11.63
2017-06-23 23:30:00,-22.71,-14.36,-12.37
2017-06-24 00:00:00,-24.22,-15.65,-13.11
2017-06-24 00:30:00,-25.49,-16.71,-13.78
2017-06-24 01:00:00,-26.6,-17.6,-14.38
2017-06-24 01:30:00,-27.64,-18.37,-14.96
2017-06-24 02:00:00,-28.54,-19.09,-15.1
2017-06-24 02:30:00,-29.18,-19.61,-15.48
2017-06-24 03:00:00,-29.74,-20,-15.73
2017-06-24 03:30:00,-30.31,-20.44,-15.86
2017-06-24 04:00:00,-30.73,-20.77,-15.93
2017-06-24 04:30:00,-31.24,-21.09,-16.2
2017-06-24 05:00:00,-31.54,-21.28,-16.29
2017-06-24 05:30:00,-31.19,-21.18,-15.65
2017-06-24 06:00:00,-29.57,-20.31,-14.08
2017-06-24 06:30:00,-27.01,-18.67,-11.39
2017-06-24 07:00:00,-23.71,-16.22,-8.48
2017-06-24 07:30:00,-18.69,-13.03,-4.73
2017-06-24 08:00:00,-9.54,-8.8,-0.12
2017-06-24 08:30:00,5.24,-3.36,6.57
2017-06-24 09:00:00,27.9,4.55,14.2
2017-06-24 09:30:00,50.05,15.98,22.18
2017-06-24 10:00:00,68.66,28.81,32.29
2017-06-24 10:30:00,83.46,41.95,40.26
2017-06-24 11:00:00,94.37,54.59,44.48
2017-06-24 11:30:00,102.54,66.19,46.19
2017-06-24 12:00:00,108.77,77.36,46.81
2017-06-24 12:30:00,111.64,86.72,46.44
2017-06-24 13:00:00,110.73,92.33,43.66
2017-06-24 13:30:00,105.76,95.21,38.08
2017-06-24 14:00:00,99.68,96.58,33.24
2017-06-24 14:30:00,94.18,96.9,28.69
2017-06-24 15:00:00,88.02,94.8,25.09
2017-06-24 15:30:00,81.2,90.8,21.44
2017-06-24 16:00:00,73.85,84.95,18.23
2017-06-24 16:30:00,65.57,76.84,15.7
2017-06-24 17:00:00,56.53,67.9,13.55
2017-06-24 17:30:00,47.54,58.2,10.96
2017-06-24 18:00:00,37.92,47.55,7.87
2017-06-24 18:30:00,27.55,37.39,5.41
2017-06-24 19:00:00,18.36,29.16,3.6
2017-06-24 19:30:00,11.27,22.18,2.04
2017-06-24 20:00:00,5.79,16.21,0.79
2017-06-24 20:30:00,0.95,10.61,-1.28
2017-06-24 21:00:00,-3.74,4.25,-3.62
2017-06-24 21:30:00,-8.26,-1.31,-5.79
2017-06-24 22:00:00,-12.04,-5.34,-7.47
2017-06-24 22:30:00,-15.29,-8.48,-8.9
2017-06-24 23:00:00,-17.88,-10.46,-10.16
2017-06-24 23:30:00,-19.89,-12.17,-10.8
2017-06-25 00:00:00,-21.55,-13.66,-11.53
2017-06-25 00:30:00,-22.86,-14.78,-12.28
2017-06-25 01:00:00,-24.04,-15.8,-12.81
2017-06-25 01:30:00,-25.11,-16.57,-13.34
2017-06-25 02:00:00,-25.96,-17.25,-13.72
2017-06-25 02:30:00,-26.72,-17.77,-14.2
2017-06-25 03:00:00,-27.49,-18.27,-14.51
2017-06-25 03:30:00,-28.1,-18.72,-14.76
2017-06-25 04:00:00,-28.66,-19.09,-14.98
2017-06-25 04:30:00,-29,-19.42,-15.26
2017-06-25 05:00:00,-29.19,-19.59,-15.22
2017-06-25 05:30:00,-28.39,-19.36,-14.04
2017-06-25 06:00:00,-25.7,-18.04,-11.56
2017-06-25 06:30:00,-21.22,-15.48,-8.26
2017-06-25 07:00:00,-15.98,-11.99,-4.73
2017-06-25 07:30:00,-10.5,-8.48,-1.7
2017-06-25 08:00:00,-2.12,-4.52,2.44
2017-06-25 08:30:00,12.25,0.71,8.15
2017-06-25 09:00:00,32.86,9.21,15.39
2017-06-25 09:30:00,51.59,20.64,22.84
2017-06-25 10:00:00,68.76,33.25,32.01
2017-06-25 10:30:00,83.32,45.53,38.92
2017-06-25 11:00:00,94.79,57.11,43.85
2017-06-25 11:30:00,98.38,65.03,41.2
2017-06-25 12:00:00,82.63,58.85,32.56
2017-06-25 12:30:00,74.93,56.61,31.54
2017-06-25 13:00:00,77.71,63.45,33.7
2017-06-25 13:30:00,85.58,75.41,36.01
2017-06-25 14:00:00,89.23,84.38,34.48
2017-06-25 14:30:00,85.08,84.59,30.04
2017-06-25 15:00:00,78.02,79.99,26.37
2017-06-25 15:30:00,72.37,76.7,23.21
2017-06-25 16:00:00,66.02,71.64,19.52
2017-06-25 16:30:00,59.09,64.52,17.9
2017-06-25 17:00:00,53.17,58.7,16.48
2017-06-25 17:30:00,47.36,52.42,15.07
2017-06-25 18:00:00,42.01,46.3,13.57
2017-06-25 18:30:00,36.5,39.32,12.11
2017-06-25 19:00:00,31.7,32.91,10.01
2017-06-25 19:30:00,25.57,26.28,7.07
2017-06-25 20:00:00,18.27,19.42,3.83
2017-06-25 20:30:00,11.11,12.88,0.98
2017-06-25 21:00:00,4.89,7.43,-1.58
