Timestamp,Soil.Heat.Flux.Density..uncorrected....0.05m..1,Soil.Heat.Flux.Density..uncorrected....0.05m..2,Soil.Heat.Flux.Density..uncorrected....0.05m..3
2017-09-22 13:00:00,-125.99,27.27,18.12
2017-09-22 13:30:00,-125.13,28.44,17.15
2017-09-22 14:00:00,-121.56,28.51,15.7
2017-09-22 14:30:00,-120.14,28.5,15.03
2017-09-22 15:00:00,-122.74,30.19,14.42
2017-09-22 15:30:00,-122.59,28.64,11.83
2017-09-22 16:00:00,-121.8,24.83,9.58
2017-09-22 16:30:00,-123.6,20.92,7.95
2017-09-22 17:00:00,-129.32,17.75,5.7
2017-09-22 17:30:00,-132.87,13.89,3.34
2017-09-22 18:00:00,-169.02,9.54,-0.03
2017-09-22 18:30:00,-409.17,3.6,-4.41
2017-09-22 19:00:00,-352.76,-1.24,-6.45
2017-09-22 19:30:00,-805.41,-4.73,-8.33
2017-09-22 20:00:00,-606.23,-7.39,-8.47
2017-09-22 20:30:00,-423.68,-9.03,-9.38
2017-09-22 21:00:00,-573.98,-10.33,-10.17
2017-09-22 21:30:00,-752.84,-11.37,-10.35
2017-09-22 22:00:00,-736.9,-11.88,-9.99
2017-09-22 22:30:00,-846.01,-12.11,-9.83
2017-09-22 23:00:00,-841.63,-12.04,-9.16
2017-09-22 23:30:00,-838.26,-11.59,-8.5
2017-09-23 00:00:00,-848.38,-11.15,-8.05
2017-09-23 00:30:00,-837.86,-10.66,-7.42
2017-09-23 01:00:00,-843.15,-10.26,-7.21
2017-09-23 01:30:00,-844.11,-9.83,-6.76
2017-09-23 02:00:00,-846.51,-9.38,-6.46
2017-09-23 02:30:00,-846.51,-9.01,-6.48
2017-09-23 03:00:00,-846.51,-8.91,-6.8
2017-09-23 03:30:00,-846.51,-9.07,-7.36
2017-09-23 04:00:00,-846.51,-9.43,-8.07
2017-09-23 04:30:00,-846.51,-9.91,-9.13
2017-09-23 05:00:00,-846.51,-10.64,-10.16
2017-09-23 05:30:00,-839.38,-11.65,-11.62
2017-09-23 06:00:00,-755.26,-12.71,-12.56
2017-09-23 06:30:00,-804.78,-13.63,-13.52
2017-09-23 07:00:00,-831.26,-14.44,-12.92
2017-09-23 07:30:00,-400.88,-14.28,-9.99
2017-09-23 08:00:00,-185.85,-13.01,-6.78
2017-09-23 08:30:00,-150.75,-11.41,-4.25
2017-09-23 09:00:00,-156.89,-9.66,-0.55
2017-09-23 09:30:00,-156.3,-7.07,5.04
2017-09-23 10:00:00,-153.5,-3.77,10.93
2017-09-23 10:30:00,-154.41,-0.22,15.94
2017-09-23 11:00:00,-150.28,5.19,19.02
2017-09-23 11:30:00,-144.81,12.55,19.19
2017-09-23 12:00:00,-139.72,19.8,17.75
2017-09-23 12:30:00,-138.97,24.97,16.3
2017-09-23 13:00:00,-138.91,28.27,16.1
2017-09-23 13:30:00,-133.27,29.72,15.07
2017-09-23 14:00:00,-127.5,32.5,16.05
2017-09-23 14:30:00,-131.29,35.23,16.67
2017-09-23 15:00:00,-126.17,34.86,14.59
2017-09-23 15:30:00,-122.62,31,10.27
2017-09-23 16:00:00,-122.31,25.68,7.05
2017-09-23 16:30:00,-123.46,21.51,4.84
2017-09-23 17:00:00,-124.3,17.2,2.96
2017-09-23 17:30:00,-128.66,12.71,1.31
2017-09-23 18:00:00,-188.5,8.23,-0.87
2017-09-23 18:30:00,-525.26,3.12,-3.8
2017-09-23 19:00:00,-557.14,-1.33,-6.23
2017-09-23 19:30:00,-655.28,-5.03,-8.17
2017-09-23 20:00:00,-513.97,-8.05,-9.91
2017-09-23 20:30:00,-501.36,-10.55,-11.4
2017-09-23 21:00:00,-477.68,-12.57,-12.54
2017-09-23 21:30:00,-517.51,-14.14,-13.34
2017-09-23 22:00:00,-597.55,-15.33,-13.99
2017-09-23 22:30:00,-579.9,-16.29,-14.32
2017-09-23 23:00:00,-514.54,-17,-14.78
2017-09-23 23:30:00,-455.01,-17.62,-15.26
2017-09-24 00:00:00,-457.59,-18.09,-15.65
2017-09-24 00:30:00,-472.8,-18.51,-16.03
2017-09-24 01:00:00,-567.04,-18.83,-16.24
2017-09-24 01:30:00,-730.51,-18.92,-15.77
2017-09-24 02:00:00,-688.68,-18.53,-15.2
2017-09-24 02:30:00,-662.72,-18.11,-15
2017-09-24 03:00:00,-815.66,-17.6,-14.81
2017-09-24 03:30:00,-829.84,-17.1,-13.81
2017-09-24 04:00:00,-829.84,-16.46,-12.66
2017-09-24 04:30:00,-829.84,-15.48,-11.19
2017-09-24 05:00:00,-829.84,-14.33,-10.05
2017-09-24 05:30:00,-829.84,-13.26,-9.38
2017-09-24 06:00:00,-829.84,-12.49,-9.28
2017-09-24 06:30:00,-839.46,-11.98,-9.03
2017-09-24 07:00:00,-840.45,-11.42,-7.97
2017-09-24 07:30:00,-515.26,-10.6,-6.57
2017-09-24 08:00:00,-28.01,-9.3,-4.02
2017-09-24 08:30:00,-83.2,-7.19,-1.45
2017-09-24 09:00:00,-156.55,-4.5,2.29
2017-09-24 09:30:00,-152.04,-0.91,6.43
2017-09-24 10:00:00,-148.86,3.32,9.8
2017-09-24 10:30:00,-151.2,8.61,13.78
2017-09-24 11:00:00,-144.95,14.4,19.09
2017-09-24 11:30:00,-142.66,21.14,19.2
2017-09-24 12:00:00,-141.12,24.47,17.03
2017-09-24 12:30:00,-142.65,25.42,14.88
2017-09-24 13:00:00,-143.24,25.95,13.58
2017-09-24 13:30:00,-139.53,27.36,12.76
2017-09-24 14:00:00,-132.06,29.65,11.7
2017-09-24 14:30:00,-129.85,32.31,10.87
2017-09-24 15:00:00,-126.18,32.09,9.39
2017-09-24 15:30:00,-125.85,30.77,8.5
2017-09-24 16:00:00,-122.8,27.95,7.3
2017-09-24 16:30:00,-124.32,23.13,5.4
2017-09-24 17:00:00,-131.23,18.5,4.18
2017-09-24 17:30:00,-141.53,14.08,2.77
2017-09-24 18:00:00,-145.75,10.63,1.89
2017-09-24 18:30:00,-178.78,7.3,0.23
2017-09-24 19:00:00,-265.99,3.63,-1.56
2017-09-24 19:30:00,-380.44,0.46,-2.95
2017-09-24 20:00:00,-389.24,-1.76,-3.96
2017-09-24 20:30:00,-629.66,-3.48,-4.91
2017-09-24 21:00:00,-800.09,-5.1,-5.48
2017-09-24 21:30:00,-742.85,-6.22,-5.58
2017-09-24 22:00:00,-769.26,-6.86,-5.71
2017-09-24 22:30:00,-817.2,-7.39,-5.94
2017-09-24 23:00:00,-817.76,-7.72,-5.5
2017-09-24 23:30:00,-817.76,-7.69,-5.22
2017-09-25 00:00:00,-809.49,-7.73,-5.05
2017-09-25 00:30:00,-266.06,-7.65,-4.73
2017-09-25 01:00:00,362.8,-7.41,-4.6
2017-09-25 01:30:00,263.59,-7.21,-4.59
2017-09-25 02:00:00,373.17,-7.03,-4.58
2017-09-25 02:30:00,430.46,-6.92,-4.5
2017-09-25 03:00:00,324.45,-6.84,-4.45
2017-09-25 03:30:00,331.53,-6.8,-4.31
2017-09-25 04:00:00,301.7,-6.7,-4.12
2017-09-25 04:30:00,220.72,-6.68,-4.06
2017-09-25 05:00:00,283.61,-6.56,-3.86
2017-09-25 05:30:00,473.13,-6.38,-3.64
2017-09-25 06:00:00,542.64,-6.18,-3.45
2017-09-25 06:30:00,386.92,-5.95,-3.18
2017-09-25 07:00:00,505.62,-5.56,-2.74
2017-09-25 07:30:00,359.42,-5.06,-2.28
2017-09-25 08:00:00,58.37,-4.17,-1.28
2017-09-25 08:30:00,-145.31,-2.79,-0.51
2017-09-25 09:00:00,-134.47,-1.46,1.56
2017-09-25 09:30:00,5.24,1.51,4.28
2017-09-25 10:00:00,294.61,5.04,5.29
2017-09-25 10:30:00,344.77,8.17,6.69
2017-09-25 11:00:00,-115.05,11.69,9.24
2017-09-25 11:30:00,-139.09,15.4,9.71
2017-09-25 12:00:00,-178.82,18.2,12.16
2017-09-25 12:30:00,-189.96,22.71,15.13
2017-09-25 13:00:00,-184.93,26.89,16.65
2017-09-25 13:30:00,-175.12,30.79,15.93
2017-09-25 14:00:00,-177.4,30.71,15.21
2017-09-25 14:30:00,-181.22,30.45,14.95
2017-09-25 15:00:00,-177.58,29.73,13.54
2017-09-25 15:30:00,-173.98,29,12.94
2017-09-25 16:00:00,-151.41,27.7,11.41
2017-09-25 16:30:00,-137.75,24.14,9.02
2017-09-25 17:00:00,-135.14,19.84,6.86
2017-09-25 17:30:00,-138.44,16.06,4.92
2017-09-25 18:00:00,-146.44,12.22,3.14
2017-09-25 18:30:00,-165.69,8.36,1.44
2017-09-25 19:00:00,-201.67,4.87,-0.01
2017-09-25 19:30:00,-237.18,2.12,-0.86
2017-09-25 20:00:00,-236.16,0.32,-1.57
2017-09-25 20:30:00,-202.24,-1.24,-3.32
2017-09-25 21:00:00,-230.02,-3.58,-5.95
2017-09-25 21:30:00,-328.52,-6.32,-7.92
2017-09-25 22:00:00,-356.13,-8.54,-9.23
2017-09-25 22:30:00,-478.55,-10.16,-9.8
2017-09-25 23:00:00,-720.4,-11.21,-10
2017-09-25 23:30:00,-681.92,-11.56,-8.9
2017-09-26 00:00:00,-596.9,-11.06,-8.1
2017-09-26 00:30:00,-604.67,-10.47,-7.33
2017-09-26 01:00:00,-326.04,-9.77,-7.14
2017-09-26 01:30:00,-315.55,-9.86,-8.69
2017-09-26 02:00:00,-317.51,-10.89,-10.26
2017-09-26 02:30:00,-402.57,-12.03,-11.22
2017-09-26 03:00:00,-724.25,-13.03,-11.66
2017-09-26 03:30:00,-850.07,-13.59,-10.48
2017-09-26 04:00:00,-857.67,-12.98,-8.53
2017-09-26 04:30:00,-822.05,-11.66,-6.91
2017-09-26 05:00:00,-766.74,-10.29,-5.86
2017-09-26 05:30:00,-574.67,-9.12,-5.46
2017-09-26 06:00:00,-442.4,-8.86,-7.44
2017-09-26 06:30:00,-640.63,-10.02,-9.36
2017-09-26 07:00:00,-812.48,-11.17,-9.16
2017-09-26 07:30:00,-500.15,-11,-6.87
2017-09-26 08:00:00,1.08,-9.51,-3.54
2017-09-26 08:30:00,-73.03,-6.68,0.16
2017-09-26 09:00:00,-134.28,-4,1.75
2017-09-26 09:30:00,-145.99,-1.98,5.38
2017-09-26 10:00:00,-137.05,1.3,11.26
2017-09-26 10:30:00,-136.67,5.23,16.27
2017-09-26 11:00:00,-137.4,9.87,20.29
2017-09-26 11:30:00,-135.32,15.19,20.26
2017-09-26 12:00:00,-135.35,19.09,19.02
2017-09-26 12:30:00,-130.38,24.52,21.01
2017-09-26 13:00:00,-132.17,31.57,20.31
2017-09-26 13:30:00,-123.78,34.85,16.99
2017-09-26 14:00:00,-119.82,34.35,13.84
2017-09-26 14:30:00,-122.38,32.73,11.87
2017-09-26 15:00:00,-124.26,30.46,10.12
2017-09-26 15:30:00,-121.45,26.9,8.03
2017-09-26 16:00:00,-115.56,22.6,6.07
2017-09-26 16:30:00,-113.72,18.07,4.56
2017-09-26 17:00:00,-114.33,13.65,2.98
2017-09-26 17:30:00,-116.11,9.48,1.76
2017-09-26 18:00:00,-124.03,5.73,0.06
2017-09-26 18:30:00,-152.98,2.13,-2.01
2017-09-26 19:00:00,-208.72,-0.83,-3.6
2017-09-26 19:30:00,-280.88,-2.95,-4.49
2017-09-26 20:00:00,-264.42,-4.86,-6.16
2017-09-26 20:30:00,-274.67,-7.11,-8.06
2017-09-26 21:00:00,-272.94,-9.19,-9.31
2017-09-26 21:30:00,-262.8,-10.85,-10.23
2017-09-26 22:00:00,-252.35,-12.11,-11.01
2017-09-26 22:30:00,-347.28,-13.19,-11.82
2017-09-26 23:00:00,-317.67,-14.04,-12.41
2017-09-26 23:30:00,-338.65,-14.72,-12.77
2017-09-27 00:00:00,-312.18,-15.21,-13.11
2017-09-27 00:30:00,-285.37,-15.68,-13.5
2017-09-27 01:00:00,-368.9,-16.06,-13.63
2017-09-27 01:30:00,-433.11,-16.27,-13.83
2017-09-27 02:00:00,-366.72,-16.5,-14.04
2017-09-27 02:30:00,-329.29,-16.6,-14.27
2017-09-27 03:00:00,-555.69,-16.65,-14.36
2017-09-27 03:30:00,-459.12,-16.75,-14.31
2017-09-27 04:00:00,-598.51,-16.61,-14.34
2017-09-27 04:30:00,-459.01,-16.6,-14.39
2017-09-27 05:00:00,-638.17,-16.62,-14.37
2017-09-27 05:30:00,-659.89,-16.58,-14.32
2017-09-27 06:00:00,-727.46,-16.57,-14.44
2017-09-27 06:30:00,-851.74,-16.57,-14.19
2017-09-27 07:00:00,-851.16,-16.33,-13.33
2017-09-27 07:30:00,-834.92,-15.78,-11.48
2017-09-27 08:00:00,-647.39,-14.67,-8.68
2017-09-27 08:30:00,-224.91,-12.98,-5.27
2017-09-27 09:00:00,-8.91,-10.76,-0.82
2017-09-27 09:30:00,-126.27,-7.98,4.78
2017-09-27 10:00:00,-124.85,-4.7,11.53
2017-09-27 10:30:00,-132.85,-0.94,16.48
2017-09-27 11:00:00,-137.67,4.03,19.91
2017-09-27 11:30:00,-135.93,10.75,21.45
2017-09-27 12:00:00,-136.39,18.38,21
2017-09-27 12:30:00,-123.95,25.43,19.96
2017-09-27 13:00:00,-129.86,31.05,18.57
2017-09-27 13:30:00,-134.75,34.77,16.93
2017-09-27 14:00:00,-130.97,36.18,15.08
2017-09-27 14:30:00,-123.31,35.9,13.58
2017-09-27 15:00:00,-121.4,34.35,11.86
2017-09-27 15:30:00,-122.12,31.76,10.59
2017-09-27 16:00:00,-118.39,28.03,9.3
2017-09-27 16:30:00,-110.74,23.76,8
2017-09-27 17:00:00,-110.88,19.29,6.84
2017-09-27 17:30:00,-113.66,14.71,4.99
2017-09-27 18:00:00,-122.06,10.44,2.54
2017-09-27 18:30:00,-159.11,5.91,-0.85
2017-09-27 19:00:00,-280.11,1.06,-4.06
2017-09-27 19:30:00,-261.09,-2.68,-6.22
2017-09-27 20:00:00,-381.68,-5.69,-7.87
2017-09-27 20:30:00,-325.39,-8.03,-9.06
2017-09-27 21:00:00,-291.49,-9.88,-9.95
2017-09-27 21:30:00,-366.95,-11.17,-10.6
2017-09-27 22:00:00,-619.3,-12.3,-10.96
2017-09-27 22:30:00,-682.71,-12.97,-10.91
2017-09-27 23:00:00,-586.06,-13.48,-11.07
2017-09-27 23:30:00,-427.13,-13.96,-11.65
2017-09-28 00:00:00,-376.8,-14.44,-12.16
2017-09-28 00:30:00,-601.36,-14.91,-12.64
2017-09-28 01:00:00,-555.24,-15.19,-12.89
2017-09-28 01:30:00,-796.11,-15.42,-13.03
2017-09-28 02:00:00,-726.42,-15.66,-13
2017-09-28 02:30:00,-715.41,-15.69,-13.19
2017-09-28 03:00:00,-763.51,-15.67,-13.4
2017-09-28 03:30:00,-709.03,-15.43,-13.5
2017-09-28 04:00:00,-584.28,-15.51,-13.68
2017-09-28 04:30:00,-722.09,-15.49,-13.77
2017-09-28 05:00:00,-651.6,-15.65,-14.02
2017-09-28 05:30:00,-726.67,-15.75,-14.08
2017-09-28 06:00:00,-709.1,-15.9,-14.32
2017-09-28 06:30:00,-846.68,-16.15,-14.3
2017-09-28 07:00:00,-864.23,-16.22,-13.55
2017-09-28 07:30:00,-676.27,-15.97,-11.4
2017-09-28 08:00:00,-262.87,-15,-8.28
2017-09-28 08:30:00,-54.18,-13.28,-4.3
2017-09-28 09:00:00,-133.24,-10.85,0.26
2017-09-28 09:30:00,-127.09,-7.94,5.81
2017-09-28 10:00:00,-137.25,-4.64,12.69
2017-09-28 10:30:00,-137.01,-0.82,16.82
2017-09-28 11:00:00,-123.77,4.38,19.89
2017-09-28 11:30:00,-137.98,11.44,21.76
2017-09-28 12:00:00,-138.35,19.78,21.93
2017-09-28 12:30:00,-124.23,28.13,20.83
2017-09-28 13:00:00,-120.49,35.64,19.62
2017-09-28 13:30:00,-120.8,40.95,19.25
2017-09-28 14:00:00,-114.93,42.68,18.86
2017-09-28 14:30:00,-115.46,42.09,17.78
2017-09-28 15:00:00,-118.56,40.32,16.53
2017-09-28 15:30:00,-118,37.48,15.26
2017-09-28 16:00:00,-111.89,33.87,13.66
2017-09-28 16:30:00,-108.97,29.08,11.81
2017-09-28 17:00:00,-112.64,24.03,10.06
2017-09-28 17:30:00,-109.27,19.18,7.77
2017-09-28 18:00:00,-123.98,14.62,4.51
2017-09-28 18:30:00,-350.33,9.45,0.9
2017-09-28 19:00:00,-457.03,4.2,-1.74
2017-09-28 19:30:00,-521.59,0.23,-3.74
2017-09-28 20:00:00,-725.32,-2.53,-4.99
2017-09-28 20:30:00,-509.72,-4.68,-5.99
2017-09-28 21:00:00,-531.89,-6.58,-7.11
2017-09-28 21:30:00,-360.45,-8.16,-8.09
2017-09-28 22:00:00,-447.22,-9.46,-9.03
2017-09-28 22:30:00,-649.32,-10.6,-9.75
2017-09-28 23:00:00,-765.25,-11.47,-10.08
2017-09-28 23:30:00,-694.95,-12.19,-10.47
2017-09-29 00:00:00,-624.5,-12.74,-10.96
2017-09-29 00:30:00,-493.89,-13.39,-11.42
2017-09-29 01:00:00,-676.58,-13.81,-11.72
2017-09-29 01:30:00,-682.15,-14.2,-11.82
2017-09-29 02:00:00,-744.62,-14.54,-11.83
2017-09-29 02:30:00,-839.66,-14.73,-10.76
2017-09-29 03:00:00,-839.66,-14.08,-9.17
2017-09-29 03:30:00,-839.66,-12.89,-7.66
2017-09-29 04:00:00,-839.66,-11.47,-6.49
2017-09-29 04:30:00,-839.66,-10.19,-5.41
2017-09-29 05:00:00,-839.66,-9,-4.63
2017-09-29 05:30:00,-590.2,-7.99,-4.11
2017-09-29 06:00:00,864.35,-7.16,-3.79
2017-09-29 06:30:00,469.68,-6.43,-3.51
2017-09-29 07:00:00,-160.25,-5.77,-3.33
2017-09-29 07:30:00,-247.94,-4.99,-2.85
2017-09-29 08:00:00,-240.84,-4.24,-2
2017-09-29 08:30:00,-263.73,-3.14,-0.61
2017-09-29 09:00:00,-218.72,-1.35,1.12
2017-09-29 09:30:00,-122.77,1.03,2.1
2017-09-29 10:00:00,-61.06,3.31,3.22
2017-09-29 10:30:00,0.52,5.15,3.34
2017-09-29 11:00:00,201.28,6.29,4.89
2017-09-29 11:30:00,110.42,8.85,5.91
2017-09-29 12:00:00,141.8,10.56,5.06
2017-09-29 12:30:00,-3.65,10.37,3.8
2017-09-29 13:00:00,-31.71,9.56,4.63
2017-09-29 13:30:00,183.39,11.8,8.58
2017-09-29 14:00:00,4.88,17.31,11.34
2017-09-29 14:30:00,-166.59,21.8,11.13
2017-09-29 15:00:00,-163.24,23.89,10.78
2017-09-29 15:30:00,-149.63,23.71,8.01
2017-09-29 16:00:00,-151.06,20.34,6.19
2017-09-29 16:30:00,-156.59,17.39,4.82
2017-09-29 17:00:00,-155.02,14.36,3.32
2017-09-29 17:30:00,-151.49,11.53,1.71
2017-09-29 18:00:00,-148.17,8.09,-0.51
2017-09-29 18:30:00,-142.22,4.27,-3.17
2017-09-29 19:00:00,-142.91,0.44,-4.95
2017-09-29 19:30:00,-206.04,-2.56,-6.71
2017-09-29 20:00:00,-323.85,-5.85,-8.47
2017-09-29 20:30:00,-481.93,-8.43,-9.68
2017-09-29 21:00:00,-545.02,-10.39,-10.21
2017-09-29 21:30:00,-336.11,-11.35,-9.77
2017-09-29 22:00:00,-196.95,-11.81,-11.32
2017-09-29 22:30:00,-202.41,-13.34,-13.69
2017-09-29 23:00:00,-207.04,-15.12,-15.39
2017-09-29 23:30:00,-253.53,-16.49,-16.4
2017-09-30 00:00:00,-690.7,-17.37,-16.73
2017-09-30 00:30:00,-811.47,-17.27,-14.62
2017-09-30 01:00:00,-526.69,-16.27,-12.96
2017-09-30 01:30:00,-785.96,-15.39,-12.81
2017-09-30 02:00:00,-776.59,-14.74,-11.37
2017-09-30 02:30:00,-458.17,-13.67,-9.71
2017-09-30 03:00:00,-158.75,-12.59,-8.68
2017-09-30 03:30:00,-28.44,-11.67,-8.17
2017-09-30 04:00:00,-58.38,-10.79,-7.96
2017-09-30 04:30:00,-36.24,-10.56,-8.71
2017-09-30 05:00:00,-56.43,-10.77,-8.76
2017-09-30 05:30:00,-64.48,-10.98,-9.26
2017-09-30 06:00:00,-97.15,-11.65,-9.46
2017-09-30 06:30:00,-108.54,-11.78,-8.09
2017-09-30 07:00:00,-154.45,-11.03,-6.91
2017-09-30 07:30:00,-200.23,-10.07,-6.41
2017-09-30 08:00:00,-222.42,-9.28,-4.97
2017-09-30 08:30:00,-192.17,-7.83,-2.53
2017-09-30 09:00:00,-13.16,-5.88,0.15
2017-09-30 09:30:00,-38.26,-3.13,4.05
2017-09-30 10:00:00,-154.89,-0.06,7.36
2017-09-30 10:30:00,-159.01,2.91,8.02
2017-09-30 11:00:00,-156.7,6.46,13.14
2017-09-30 11:30:00,-155.8,11.43,10.88
2017-09-30 12:00:00,-237.57,12.72,7.63
2017-09-30 12:30:00,48.42,11.36,4.35
2017-09-30 13:00:00,209.31,8.53,2.44
2017-09-30 13:30:00,35.94,7.29,5.13
2017-09-30 14:00:00,45.32,9.95,6.32
2017-09-30 14:30:00,-3.42,10.77,4.76
2017-09-30 15:00:00,-196.99,9.69,1.81
2017-09-30 15:30:00,-242.96,5.65,-0.64
2017-09-30 16:00:00,-173.59,3.18,0
2017-09-30 16:30:00,-2.2,3.6,1.14
2017-09-30 17:00:00,145.85,4.57,1.01
2017-09-30 17:30:00,255.33,4.71,-0.47
2017-09-30 18:00:00,202.58,2.9,-2.95
2017-09-30 18:30:00,361.69,-0.37,-5.59
2017-09-30 19:00:00,369.06,-4.02,-8.03
2017-09-30 19:30:00,347.54,-6.78,-7.59
2017-09-30 20:00:00,353.57,-7.71,-6.81
2017-09-30 20:30:00,364.72,-7.87,-6.46
2017-09-30 21:00:00,328.62,-7.94,-6.12
2017-09-30 21:30:00,274.49,-7.7,-5.63
2017-09-30 22:00:00,250.45,-7.27,-5.27
2017-09-30 22:30:00,272.66,-7.04,-5.16
2017-09-30 23:00:00,344.83,-7.1,-5.22
2017-09-30 23:30:00,-115.97,-7.48,-6
2017-10-01 00:00:00,-155.8,-7.4,-6.43
2017-10-01 00:30:00,-141.07,-7.66,-7.19
2017-10-01 01:00:00,-124.45,-7.83,-7.6
2017-10-01 01:30:00,-110.42,-8.43,-8.66
2017-10-01 02:00:00,-76.14,-9.24,-8.75
2017-10-01 02:30:00,-39.03,-9.71,-9.44
2017-10-01 03:00:00,-23.5,-10.44,-9.93
2017-10-01 03:30:00,-21.88,-10.99,-9.34
2017-10-01 04:00:00,-1.66,-10.95,-8.28
2017-10-01 04:30:00,12.67,-10.56,-7.64
2017-10-01 05:00:00,18.72,-9.97,-6.91
2017-10-01 05:30:00,32.08,-9.35,-6.79
2017-10-01 06:00:00,48.99,-9.34,-8.03
2017-10-01 06:30:00,33.49,-10.15,-9.26
2017-10-01 07:00:00,7.48,-10.69,-8.34
2017-10-01 07:30:00,-25.23,-10.24,-6.9
2017-10-01 08:00:00,-88.08,-9.68,-6.7
2017-10-01 08:30:00,-143.99,-9.47,-5.12
2017-10-01 09:00:00,-70,-8.82,-2.22
2017-10-01 09:30:00,94.74,-6.66,1.81
2017-10-01 10:00:00,82.31,-3.54,2.56
2017-10-01 10:30:00,-157.11,-2.18,3.45
2017-10-01 11:00:00,-153,-0.37,9.17
2017-10-01 11:30:00,-145.72,5.17,13.76
2017-10-01 12:00:00,-149.85,12.24,14.16
2017-10-01 12:30:00,-131.18,17.17,13.23
2017-10-01 13:00:00,-131.26,20.83,11.68
2017-10-01 13:30:00,-131.95,23.59,10.28
2017-10-01 14:00:00,-126.72,23.91,7.57
2017-10-01 14:30:00,-128.68,22.68,5.36
2017-10-01 15:00:00,-129.05,20.75,3.62
2017-10-01 15:30:00,-126.71,17.9,2.04
2017-10-01 16:00:00,-124.12,14.4,1.1
2017-10-01 16:30:00,-123.84,10.7,0.09
2017-10-01 17:00:00,-125.92,7.08,-0.91
2017-10-01 17:30:00,-128.14,3.58,-2.72
2017-10-01 18:00:00,-131.3,0.23,-4.76
2017-10-01 18:30:00,-145.09,-3.14,-8.15
2017-10-01 19:00:00,-193.13,-7.14,-11.18
2017-10-01 19:30:00,-198.33,-10.67,-13.08
2017-10-01 20:00:00,-277.63,-13.38,-14.49
2017-10-01 20:30:00,-203.93,-15.46,-15.51
2017-10-01 21:00:00,-261.63,-17,-16.42
2017-10-01 21:30:00,-338.32,-18.07,-16.34
2017-10-01 22:00:00,-450.29,-18.47,-15.77
2017-10-01 22:30:00,-623.87,-18.25,-15.27
2017-10-01 23:00:00,-834.93,-17.73,-14.48
2017-10-01 23:30:00,-834.56,-16.96,-12.84
2017-10-02 00:00:00,-834.56,-15.6,-10.65
2017-10-02 00:30:00,-834.56,-13.94,-9.89
2017-10-02 01:00:00,-834.56,-13.12,-9.9
2017-10-02 01:30:00,-834.56,-12.7,-9.64
2017-10-02 02:00:00,-834.56,-12.24,-9.25
2017-10-02 02:30:00,-822.95,-11.83,-9.32
2017-10-02 03:00:00,-746.18,-11.67,-10.53
2017-10-02 03:30:00,-650.43,-12.36,-12.13
2017-10-02 04:00:00,-542.63,-13.62,-13.85
2017-10-02 04:30:00,-273.11,-15.04,-15.46
2017-10-02 05:00:00,-272.58,-16.3,-16.78
2017-10-02 05:30:00,-292.55,-17.38,-17.78
2017-10-02 06:00:00,-293.63,-18.27,-18.47
2017-10-02 06:30:00,-337.43,-18.9,-18.96
2017-10-02 07:00:00,-612.45,-19.35,-18.78
2017-10-02 07:30:00,-834.43,-19.54,-16.98
2017-10-02 08:00:00,-834.43,-19.22,-13.79
2017-10-02 08:30:00,-781.12,-18.04,-10.16
2017-10-02 09:00:00,-255.79,-16.24,-6.12
2017-10-02 09:30:00,-139.1,-13.95,-0.84
2017-10-02 10:00:00,-132.92,-11.15,5.44
2017-10-02 10:30:00,-125.32,-7.83,10.49
2017-10-02 11:00:00,-124.25,-3.99,13.89
2017-10-02 11:30:00,-128.26,0.78,15.35
2017-10-02 12:00:00,-128.12,7.35,14.82
2017-10-02 12:30:00,-128.79,13.82,13.57
2017-10-02 13:00:00,-128.8,18.92,11.93
2017-10-02 13:30:00,-126.59,22.15,10.55
2017-10-02 14:00:00,-122.75,23.54,9.03
2017-10-02 14:30:00,-121.78,23.31,7.26
2017-10-02 15:00:00,-121.55,21.82,5.51
2017-10-02 15:30:00,-120.31,19.28,4.06
2017-10-02 16:00:00,-117.54,15.89,2.29
2017-10-02 16:30:00,-113.99,11.85,0.73
2017-10-02 17:00:00,-113.93,7.75,-0.54
2017-10-02 17:30:00,-115.53,3.84,-1.75
2017-10-02 18:00:00,-119.4,0.58,-3.59
2017-10-02 18:30:00,-127.29,-2.44,-6.24
2017-10-02 19:00:00,-142.29,-5.83,-9.3
2017-10-02 19:30:00,-162.16,-9.26,-11.86
2017-10-02 20:00:00,-214.01,-12.05,-13.57
2017-10-02 20:30:00,-354.66,-14.25,-14.62
2017-10-02 21:00:00,-275.09,-15.86,-15.15
2017-10-02 21:30:00,-278.99,-17.03,-15.81
2017-10-02 22:00:00,-282.29,-17.92,-16.61
2017-10-02 22:30:00,-558.76,-18.5,-16.95
2017-10-02 23:00:00,-746.16,-18.53,-16.2
2017-10-02 23:30:00,-663.55,-18.02,-15.62
2017-10-03 00:00:00,-805.74,-17.57,-15.03
2017-10-03 00:30:00,-643.92,-17.33,-15.29
2017-10-03 01:00:00,-485.08,-17.51,-16.3
2017-10-03 01:30:00,-521.23,-18.06,-17.04
2017-10-03 02:00:00,-378.81,-18.55,-17.59
2017-10-03 02:30:00,-520.76,-19,-18.17
2017-10-03 03:00:00,-363.43,-19.4,-18.49
2017-10-03 03:30:00,-457.91,-19.73,-18.9
2017-10-03 04:00:00,-680.93,-20.07,-19.18
2017-10-03 04:30:00,-304.82,-20.28,-19.14
2017-10-03 05:00:00,-480.36,-20.47,-19.33
