Timestamp,Shortwave.Irradiance..4.25m.,Shortwave.Reflectance..4.25m.,Longwave.Downward.Radiation..4.25m.,Longwave.Upward.Radiation..4.25m.
2017-06-15 00:00:00,0,1.08,348.73,375.88
2017-06-15 00:30:00,0.01,1,351.77,375.86
2017-06-15 01:00:00,0,0.65,356.21,376.59
2017-06-15 01:30:00,0,0.81,349.3,374.83
2017-06-15 02:00:00,0,1.11,346.54,373.65
2017-06-15 02:30:00,0,0.88,347.65,373.54
2017-06-15 03:00:00,0,0.91,351.04,373.67
2017-06-15 03:30:00,0,1.15,353.05,373.43
2017-06-15 04:00:00,0.02,0.86,351.95,373.13
2017-06-15 04:30:00,0.51,1.43,357.79,373.26
2017-06-15 05:00:00,5.17,3.68,362.43,372.45
2017-06-15 05:30:00,14.57,5.5,365.56,371.01
2017-06-15 06:00:00,32.32,6.23,365.42,370.75
2017-06-15 06:30:00,50.63,7.38,365.54,371.42
2017-06-15 07:00:00,88.05,11.06,366.72,373.59
2017-06-15 07:30:00,82.8,10.01,366.1,374.37
2017-06-15 08:00:00,131.02,15,366.07,374.17
2017-06-15 08:30:00,115.87,12.72,366.97,372.49
2017-06-15 09:00:00,120.55,13.21,366.16,374.4
2017-06-15 09:30:00,88.77,8.74,366.94,375.52
2017-06-15 10:00:00,83.99,8.67,373.08,376.78
2017-06-15 10:30:00,94.93,9.36,374.06,377.88
2017-06-15 11:00:00,70.82,6.32,372.73,379.4
2017-06-15 11:30:00,120.49,11.83,372.08,380.37
2017-06-15 12:00:00,125.78,12.38,371.49,376.93
2017-06-15 12:30:00,76.08,7.07,372.54,375.37
2017-06-15 13:00:00,118.19,11.37,375.86,376.15
2017-06-15 13:30:00,112.9,10.8,375.42,376.62
2017-06-15 14:00:00,65.55,6.04,375.99,376.51
2017-06-15 14:30:00,140.38,13.91,379.42,379.47
2017-06-15 15:00:00,93.63,8.66,380.38,380.65
2017-06-15 15:30:00,110.2,10.08,381.36,382.2
2017-06-15 16:00:00,59.51,5.22,380.68,381.38
2017-06-15 16:30:00,65.84,5.7,381.11,381.92
2017-06-15 17:00:00,74.73,7.17,377.92,382.89
2017-06-15 17:30:00,45.37,4.28,380.14,383.97
2017-06-15 18:00:00,23.97,2.03,381.85,384.25
2017-06-15 18:30:00,33.63,3.38,379.57,384.02
2017-06-15 19:00:00,35.87,3.88,377.57,384.51
2017-06-15 19:30:00,17.13,1.93,377.49,384.45
2017-06-15 20:00:00,6.95,0.88,374.45,384.59
2017-06-15 20:30:00,1.08,0.42,373.28,384.32
2017-06-15 21:00:00,0.11,0.35,372.13,384.14
2017-06-15 21:30:00,0.08,0.35,371.52,383.91
2017-06-15 22:00:00,0.06,0.21,370.43,383.32
2017-06-15 22:30:00,0.04,0.05,368.5,382.64
2017-06-15 23:00:00,0.04,0.06,367.14,382
2017-06-15 23:30:00,0.02,0.07,362.54,381.39
2017-06-16 00:00:00,0,0.45,324.65,376.45
2017-06-16 00:30:00,0,1.61,302.81,367.54
2017-06-16 01:00:00,0,1.85,303.77,364.58
2017-06-16 01:30:00,0,1.65,322.52,366.62
2017-06-16 02:00:00,0,1.84,305.69,364.22
2017-06-16 02:30:00,0,1.14,299.6,366.9
2017-06-16 03:00:00,0,1.22,295.12,364.39
2017-06-16 03:30:00,0,1.58,291.76,359.44
2017-06-16 04:00:00,0.03,1.58,313.61,359.91
2017-06-16 04:30:00,11.8,3.27,335.38,362.11
2017-06-16 05:00:00,61.57,16.65,330.18,368.37
2017-06-16 05:30:00,137.43,27.37,348.42,378.41
2017-06-16 06:00:00,101.38,10.94,353.73,381.69
2017-06-16 06:30:00,169.53,19.31,344.78,384.32
2017-06-16 07:00:00,223.49,26.42,311.74,385.85
2017-06-16 07:30:00,307.99,35.83,311.77,392.57
2017-06-16 08:00:00,411.08,48.12,306.92,394.34
2017-06-16 08:30:00,542.81,60.54,304.82,401.29
2017-06-16 09:00:00,678.37,74.68,306.54,411.28
2017-06-16 09:30:00,677.5,70.79,311.85,415.89
2017-06-16 10:00:00,784.48,80.54,315.2,424.39
2017-06-16 10:30:00,847.21,85.91,318.12,429.97
2017-06-16 11:00:00,900.68,89.73,314.02,434.16
2017-06-16 11:30:00,928.61,92.85,314.92,438.28
2017-06-16 12:00:00,945.49,100.37,316.88,440.9
2017-06-16 12:30:00,918.01,96.64,320.77,443.88
2017-06-16 13:00:00,926.82,91.97,319.96,445.36
2017-06-16 13:30:00,920.32,92.59,321.35,447.7
2017-06-16 14:00:00,881.7,86.92,322.43,447.48
2017-06-16 14:30:00,835.97,84.22,321.37,444.74
2017-06-16 15:00:00,782.41,84.3,319.92,441.05
2017-06-16 15:30:00,719.09,78.82,320.02,438.88
2017-06-16 16:00:00,718.65,84.11,325.63,439.55
2017-06-16 16:30:00,632.29,80.23,332.12,436.85
2017-06-16 17:00:00,570.31,87.11,327.93,433.02
2017-06-16 17:30:00,427.09,75.02,320.06,426.15
2017-06-16 18:00:00,319.13,52.52,315.52,419.11
2017-06-16 18:30:00,240.16,46.11,317.65,413.02
2017-06-16 19:00:00,123.91,25.67,319.11,404.84
2017-06-16 19:30:00,74.85,20.04,319.75,398.3
2017-06-16 20:00:00,30.78,10.86,318.41,392.19
2017-06-16 20:30:00,4.05,3.04,314.28,386.42
2017-06-16 21:00:00,0,1.77,315.57,382.53
2017-06-16 21:30:00,0,2.4,312.76,380.39
2017-06-16 22:00:00,0,2.17,311.7,375.37
2017-06-16 22:30:00,0,2.02,324.03,374.97
2017-06-16 23:00:00,0,1.97,337.89,376.7
2017-06-16 23:30:00,0,2.47,316.61,373.12
2017-06-17 00:00:00,0,2.2,308.95,370.68
2017-06-17 00:30:00,0,1.9,303.68,370.39
2017-06-17 01:00:00,0,1.86,301.82,368.32
2017-06-17 01:30:00,0,1.91,306.88,367.64
2017-06-17 02:00:00,0,1.6,315.65,366.42
2017-06-17 02:30:00,0,1.65,315.4,365.89
2017-06-17 03:00:00,0,1.75,311.86,364.53
2017-06-17 03:30:00,0,1.5,321.17,364.95
2017-06-17 04:00:00,0.41,1.53,326.84,365.63
2017-06-17 04:30:00,7.09,2.21,340.92,367.72
2017-06-17 05:00:00,17.73,3.19,351.67,370.93
2017-06-17 05:30:00,32.01,4.36,355.28,373.27
2017-06-17 06:00:00,37.89,4.74,357.4,374.96
2017-06-17 06:30:00,63.56,7.95,355.43,377.58
2017-06-17 07:00:00,158.74,19.15,346.68,383.5
2017-06-17 07:30:00,214.33,25.49,338.08,388.41
2017-06-17 08:00:00,262.36,30.58,342.14,394.59
2017-06-17 08:30:00,279.64,32.4,342.63,398.01
2017-06-17 09:00:00,311.34,36.41,340.34,401.35
2017-06-17 09:30:00,409.67,48.12,342.32,406.68
2017-06-17 10:00:00,531.93,60.78,341.92,414.72
2017-06-17 10:30:00,499.78,56.72,344.19,417.51
2017-06-17 11:00:00,489.45,53.97,349.77,421.06
2017-06-17 11:30:00,492.21,53.34,351.59,423.13
2017-06-17 12:00:00,481,52.62,351.13,422.35
2017-06-17 12:30:00,478.11,52.32,355.35,424.62
2017-06-17 13:00:00,392.64,43.74,355.9,418.52
2017-06-17 13:30:00,384.44,43.18,356.31,417.83
2017-06-17 14:00:00,347.31,39.4,356.17,415.56
2017-06-17 14:30:00,538.42,61.54,357.08,424.31
2017-06-17 15:00:00,354.92,39.32,357.57,418.69
2017-06-17 15:30:00,325.73,36.31,358.3,416.8
2017-06-17 16:00:00,241.96,27.43,357.93,410.64
2017-06-17 16:30:00,181.22,20.78,357.76,406.02
2017-06-17 17:00:00,118.75,14.42,361.48,399.69
2017-06-17 17:30:00,94.33,12.3,360.74,395.44
2017-06-17 18:00:00,77.88,9.77,358.89,393.04
2017-06-17 18:30:00,62.52,7.4,357.88,391.16
2017-06-17 19:00:00,45.42,8.49,366.94,386.66
2017-06-17 19:30:00,21.2,4.59,360.45,385.65
2017-06-17 20:00:00,7.06,2.27,357.34,384.37
2017-06-17 20:30:00,1.52,1.28,356.98,382.76
2017-06-17 21:00:00,0,1.02,357.3,381.58
2017-06-17 21:30:00,0,0.94,357.91,380.57
2017-06-17 22:00:00,0,0.99,358.96,380.01
2017-06-17 22:30:00,0,0.97,359.29,379.58
2017-06-17 23:00:00,0,1.14,359.77,379.5
2017-06-17 23:30:00,0,2.35,369.6,378.44
2017-06-18 00:00:00,0,2.93,371.05,377.01
2017-06-18 00:30:00,0,2.97,370.46,376.22
2017-06-18 01:00:00,0.2,2.32,369.91,375.52
2017-06-18 01:30:00,0.32,2.11,370.25,376.28
2017-06-18 02:00:00,0.59,2.01,369.83,377.26
2017-06-18 02:30:00,0.28,1.6,368.5,377.45
2017-06-18 03:00:00,0,1.73,367.93,376.44
2017-06-18 03:30:00,0,1.68,369.22,374.41
2017-06-18 04:00:00,0.01,1.15,369.35,374.36
2017-06-18 04:30:00,1.41,0.95,369.02,374
2017-06-18 05:00:00,6.31,1.37,368.41,373.45
2017-06-18 05:30:00,22.59,3.21,367.81,373.58
2017-06-18 06:00:00,28.7,3.68,366.2,374.17
2017-06-18 06:30:00,42.18,5.16,365.24,375.49
2017-06-18 07:00:00,80.29,9.05,368.87,378.34
2017-06-18 07:30:00,98.52,10.91,372.11,380.23
2017-06-18 08:00:00,88.57,9.56,371.02,380.59
2017-06-18 08:30:00,79.94,8.26,370.93,380.8
2017-06-18 09:00:00,91.38,9.03,374.7,382.49
2017-06-18 09:30:00,92.85,9.14,374.94,382.89
2017-06-18 10:00:00,120.99,11.98,376.91,385.44
2017-06-18 10:30:00,113.21,10.91,378.36,387.08
2017-06-18 11:00:00,83.34,7.75,374.89,386.02
2017-06-18 11:30:00,118.14,11.47,375.17,387.52
2017-06-18 12:00:00,82.7,7.02,374.29,388
2017-06-18 12:30:00,57.05,4.79,376.4,386.4
2017-06-18 13:00:00,74.94,6.73,379.81,386.72
2017-06-18 13:30:00,76.27,6.8,381.79,387.75
2017-06-18 14:00:00,103.3,9.42,383.2,389.62
2017-06-18 14:30:00,104.3,9.61,385.06,392.22
2017-06-18 15:00:00,95.32,8.97,383.87,392.74
2017-06-18 15:30:00,121.48,11.6,381.59,393.88
2017-06-18 16:00:00,131.13,13,380.85,395.23
2017-06-18 16:30:00,102.58,9.28,380.84,395.07
2017-06-18 17:00:00,62.61,5.11,381.23,394.26
2017-06-18 17:30:00,72.7,6,382.16,395.13
2017-06-18 18:00:00,65.34,5.03,382.72,394.94
2017-06-18 18:30:00,61.31,4.6,383.24,394.42
2017-06-18 19:00:00,49.52,3.58,382.44,394.32
2017-06-18 19:30:00,32.95,1.85,380.77,393.28
2017-06-18 20:00:00,10.89,0.09,380.43,391.54
2017-06-18 20:30:00,1.11,0,376.97,389.74
2017-06-18 21:00:00,0,0,372.82,388.03
2017-06-18 21:30:00,0,0.03,358.18,384.8
2017-06-18 22:00:00,0,0.32,343.62,380.27
2017-06-18 22:30:00,0,1.14,334.57,377
2017-06-18 23:00:00,0,1.56,330,373.4
2017-06-18 23:30:00,0,1.51,330.43,372.28
2017-06-19 00:00:00,0,1.6,332.1,370.03
2017-06-19 00:30:00,0,1.1,332.05,368.34
2017-06-19 01:00:00,0,1.29,335.85,366.52
2017-06-19 01:30:00,0.1,1.41,350.91,368.11
2017-06-19 02:00:00,0.01,0.85,352.51,368.9
2017-06-19 02:30:00,0,0.9,345.75,367.34
2017-06-19 03:00:00,0,1.17,346.28,367.26
2017-06-19 03:30:00,0,0.93,351.11,367.33
2017-06-19 04:00:00,0.01,0.58,358.73,369.12
2017-06-19 04:30:00,2.3,1.17,360.78,369.64
2017-06-19 05:00:00,12.46,2,361.31,370.95
2017-06-19 05:30:00,25.72,3.55,362.89,372.72
2017-06-19 06:00:00,43.12,5.08,365.51,375.24
2017-06-19 06:30:00,55.67,6.12,367.64,378.47
2017-06-19 07:00:00,85.95,9.52,370.34,382.87
2017-06-19 07:30:00,89.66,10.94,366.73,387.42
2017-06-19 08:00:00,136.41,16.54,365.78,392.24
2017-06-19 08:30:00,199,21.86,367.32,399.38
2017-06-19 09:00:00,219.77,22.64,370.31,404.82
2017-06-19 09:30:00,245.74,26.13,372.21,407.3
2017-06-19 10:00:00,274.91,28.99,371.91,410.17
2017-06-19 10:30:00,284.87,30.51,372.5,412.57
2017-06-19 11:00:00,477.38,49.76,370.16,425.02
2017-06-19 11:30:00,259.6,26.22,380.83,419.09
2017-06-19 12:00:00,255.51,26.03,380.5,418
2017-06-19 12:30:00,471.54,52.05,380.3,428.71
2017-06-19 13:00:00,552.95,57.35,372.4,441.37
2017-06-19 13:30:00,461.9,48.99,376.64,442.57
2017-06-19 14:00:00,521.12,57.77,376.38,438.47
2017-06-19 14:30:00,427.96,48.01,376.78,431.69
2017-06-19 15:00:00,519.81,58.46,378.21,438.31
2017-06-19 15:30:00,365.44,40.84,382.83,436.71
2017-06-19 16:00:00,382.37,43.19,382.77,438.79
2017-06-19 16:30:00,281.82,31.9,385.27,434.01
2017-06-19 17:00:00,223.4,26.32,385.91,433.02
2017-06-19 17:30:00,284.86,37.03,379.2,435.73
2017-06-19 18:00:00,194.86,25.77,377.89,427.51
2017-06-19 18:30:00,149.66,19.55,373.5,422.52
2017-06-19 19:00:00,77.07,9.87,369.97,415.23
2017-06-19 19:30:00,55.78,7.98,364.05,409.61
2017-06-19 20:00:00,48.49,12.08,360.93,406.3
2017-06-19 20:30:00,12,2.84,349.73,399.88
2017-06-19 21:00:00,0,1.07,352.45,394.39
2017-06-19 21:30:00,0,1.34,349.65,391.37
2017-06-19 22:00:00,0,1.6,326.33,385.72
2017-06-19 22:30:00,0,1.88,324.08,381.24
2017-06-19 23:00:00,0,1.87,331.15,378.7
2017-06-19 23:30:00,0,1.15,358.47,382.23
2017-06-20 00:00:00,0,1.15,364.78,384.57
2017-06-20 00:30:00,0,1.31,360.29,383.01
2017-06-20 01:00:00,0,1.36,362.61,383.12
2017-06-20 01:30:00,0,1.58,366.51,383.87
2017-06-20 02:00:00,0,1.21,369.19,384.57
2017-06-20 02:30:00,0.01,1.71,380.15,386.33
2017-06-20 03:00:00,0,1.85,384.34,385.97
2017-06-20 03:30:00,0,1.58,383.08,382.94
2017-06-20 04:00:00,0.09,1.51,384,384.8
2017-06-20 04:30:00,4.53,2.32,382.96,385.01
2017-06-20 05:00:00,23.95,4.44,380.49,387.74
2017-06-20 05:30:00,54.32,7.3,359.83,389.82
2017-06-20 06:00:00,84.49,10.46,361.37,393.54
2017-06-20 06:30:00,169.02,22.12,350.77,396.84
2017-06-20 07:00:00,285.17,34.92,369.97,407.11
2017-06-20 07:30:00,194.54,22.22,379.12,404.79
2017-06-20 08:00:00,211.99,24.33,379.29,405.52
2017-06-20 08:30:00,304.82,35.58,375.76,410.07
2017-06-20 09:00:00,268.6,31.12,381.22,409.58
2017-06-20 09:30:00,269.74,31.13,383.7,409.61
2017-06-20 10:00:00,363.61,42.42,385.18,416.97
2017-06-20 10:30:00,416.42,48.01,383.55,419.56
2017-06-20 11:00:00,418.19,47.35,388.02,422.62
2017-06-20 11:30:00,558.97,62.63,375.36,430.86
2017-06-20 12:00:00,676.39,74.7,371.19,443.78
2017-06-20 12:30:00,530.78,58.29,388.05,444.7
2017-06-20 13:00:00,838.47,86.39,372.65,460.21
2017-06-20 13:30:00,908.17,90.88,352.39,466.96
2017-06-20 14:00:00,874.61,85.83,340.66,467.4
2017-06-20 14:30:00,825.58,83.13,336.29,464.61
2017-06-20 15:00:00,777.83,82.88,333.22,461.79
2017-06-20 15:30:00,716.15,79.27,332.06,456.48
2017-06-20 16:00:00,649.91,76.57,330,450.79
2017-06-20 16:30:00,574.93,72.95,328.94,447.08
2017-06-20 17:00:00,492.49,75.26,327.83,442.92
2017-06-20 17:30:00,410.48,70.09,324.38,434.04
2017-06-20 18:00:00,323.78,54.71,323.35,428.4
2017-06-20 18:30:00,236.94,46.09,322.66,424.98
2017-06-20 19:00:00,155.23,38.25,319.82,416.1
2017-06-20 19:30:00,85.8,28.19,317.96,408.43
2017-06-20 20:00:00,39.31,15.9,324.17,402.1
2017-06-20 20:30:00,6.06,1.82,359.82,399.29
2017-06-20 21:00:00,0.02,1.36,345.1,396.45
2017-06-20 21:30:00,0,1.15,326.39,390.95
2017-06-20 22:00:00,0,1.23,328.21,388.46
2017-06-20 22:30:00,0,1.59,332,386.02
2017-06-20 23:00:00,0,1.05,332.26,384.56
2017-06-20 23:30:00,0,1.18,336.81,383.12
2017-06-21 00:00:00,0,1.58,318.64,379.82
2017-06-21 00:30:00,0,1.47,323.49,378.52
2017-06-21 01:00:00,0,1.89,306.33,373.05
2017-06-21 01:30:00,0.03,3.05,307.05,376.17
2017-06-21 02:00:00,0,1.89,310.74,376.6
2017-06-21 02:30:00,0,1.65,316.04,375.04
2017-06-21 03:00:00,0,1.29,324.3,376.93
2017-06-21 03:30:00,0,0.86,332.85,377.57
2017-06-21 04:00:00,0.02,1.12,324.69,376.12
2017-06-21 04:30:00,5.09,2.34,316.38,374.48
2017-06-21 05:00:00,29.08,7.25,317.16,375.51
2017-06-21 05:30:00,55.26,8.51,318.6,377.39
2017-06-21 06:00:00,56.14,8.21,332.26,379.48
2017-06-21 06:30:00,129.87,18.25,344.29,385.28
2017-06-21 07:00:00,163.88,21.44,343.09,388.17
2017-06-21 07:30:00,319.48,41.5,337.22,397.26
2017-06-21 08:00:00,279.59,35.81,319.21,394.66
2017-06-21 08:30:00,534.2,65.3,311.83,408.98
2017-06-21 09:00:00,710.21,84.5,317.47,419.31
2017-06-21 09:30:00,461.25,53.34,319.9,411.82
2017-06-21 10:00:00,771.15,86.9,320.92,423.57
2017-06-21 10:30:00,673.36,74.55,325.49,422.59
2017-06-21 11:00:00,901.61,96.18,325.57,442.93
2017-06-21 11:30:00,660.14,70.39,318.73,436.67
2017-06-21 12:00:00,910.06,100.2,322.15,447.77
2017-06-21 12:30:00,973.8,105.45,328.46,460.13
2017-06-21 13:00:00,1003.42,107.91,341.01,462.29
2017-06-21 13:30:00,1050.93,113.69,340.68,464.17
2017-06-21 14:00:00,804.29,89.35,337.15,453.75
2017-06-21 14:30:00,637.41,72.87,346.83,445.51
2017-06-21 15:00:00,577.07,67.41,341.62,437.37
2017-06-21 15:30:00,755.83,87.6,324.11,447.21
2017-06-21 16:00:00,639.35,77.53,313.19,440.96
2017-06-21 16:30:00,578.51,76.27,309.25,434.5
2017-06-21 17:00:00,501.92,77.69,305.56,430.19
2017-06-21 17:30:00,411.77,69.75,305.29,425.57
2017-06-21 18:00:00,327.18,56.38,304.63,418.28
2017-06-21 18:30:00,240.23,48.14,304.95,413.6
2017-06-21 19:00:00,158.06,39.86,303.52,406.19
2017-06-21 19:30:00,87.44,29.72,302.74,399.2
2017-06-21 20:00:00,39.13,17.99,301.63,392.84
2017-06-21 20:30:00,5.06,3.88,299.99,386.19
2017-06-21 21:00:00,0,2.11,297.48,378.54
2017-06-21 21:30:00,0,2.15,296.53,374.74
2017-06-21 22:00:00,0,2.72,296.39,370.31
2017-06-21 22:30:00,0,2.71,296.54,370.03
2017-06-21 23:00:00,0,2.47,296.61,367.82
2017-06-21 23:30:00,0.02,3.03,297.76,367.16
2017-06-22 00:00:00,0,2.18,297.33,367
2017-06-22 00:30:00,0,2.43,295.68,366.43
2017-06-22 01:00:00,0,2.26,294.05,362.24
2017-06-22 01:30:00,0,2.85,293.07,359.35
2017-06-22 02:00:00,0,3.07,292.79,359.07
2017-06-22 02:30:00,0,2.98,292.72,357.6
2017-06-22 03:00:00,0,2.79,291.42,354.5
2017-06-22 03:30:00,0,2.58,289.72,352.2
2017-06-22 04:00:00,0.04,2.05,288.65,348.9
2017-06-22 04:30:00,7.27,5.24,289.5,348.9
2017-06-22 05:00:00,43.7,15.42,286.84,353.21
2017-06-22 05:30:00,101.86,26.56,289.2,364.2
2017-06-22 06:00:00,177.01,34.04,291.66,372.98
2017-06-22 06:30:00,258.16,40.49,294.26,381
2017-06-22 07:00:00,341.51,46.35,297.92,390.7
2017-06-22 07:30:00,425.19,53.12,301.2,400.66
2017-06-22 08:00:00,506.07,57.27,304.86,411.89
2017-06-22 08:30:00,584.93,62.51,308.96,422.42
2017-06-22 09:00:00,660.43,68.56,311.99,431.7
2017-06-22 09:30:00,725.24,74.99,313.61,437.8
2017-06-22 10:00:00,783.92,81.44,316.37,442.11
2017-06-22 10:30:00,830.92,85.65,317.75,447.76
2017-06-22 11:00:00,867.62,90.13,319.63,450.93
2017-06-22 11:30:00,894.2,93.14,320.87,455.34
2017-06-22 12:00:00,912.81,97.05,321.4,457.64
2017-06-22 12:30:00,919.52,95.46,321.98,459.14
2017-06-22 13:00:00,913.03,93.85,323.53,461.22
2017-06-22 13:30:00,896.6,92.73,322.69,460.17
2017-06-22 14:00:00,867.55,90.87,322.93,459.68
2017-06-22 14:30:00,828.89,88.25,323.2,461.38
2017-06-22 15:00:00,779.35,85.07,323.68,462.11
2017-06-22 15:30:00,718.88,82.79,322.61,458.01
2017-06-22 16:00:00,653,78.81,322.4,455.79
2017-06-22 16:30:00,577.48,75.44,322.46,450.19
2017-06-22 17:00:00,496.36,76.64,320.72,442.55
2017-06-22 17:30:00,410.62,69.43,319.98,436.35
2017-06-22 18:00:00,324,56.7,318.58,428.66
2017-06-22 18:30:00,235.24,47.58,318.78,424.78
2017-06-22 19:00:00,151.86,38.13,317.71,418.74
2017-06-22 19:30:00,83.93,28.16,316.5,410.76
2017-06-22 20:00:00,32.97,14.6,315.4,401.77
2017-06-22 20:30:00,3.68,2.86,313.99,392.9
2017-06-22 21:00:00,0,2.11,311.06,384.35
2017-06-22 21:30:00,0,2.48,309.73,379.61
2017-06-22 22:00:00,0,2.04,307.96,375.07
2017-06-22 22:30:00,0,2.37,306.42,371.95
2017-06-22 23:00:00,0,3.13,305.53,369.83
2017-06-22 23:30:00,0,2.88,304.82,367.72
2017-06-23 00:00:00,0.03,2.72,317.46,367.12
2017-06-23 00:30:00,0,2.38,324.49,365.68
2017-06-23 01:00:00,0,2.52,327.08,363.53
2017-06-23 01:30:00,0.03,2.99,331.88,365.03
2017-06-23 02:00:00,0.01,2.11,326.86,359.83
2017-06-23 02:30:00,0.04,2.15,333.07,361.29
2017-06-23 03:00:00,0.03,1.99,333.89,359.62
2017-06-23 03:30:00,0,2.25,333.29,358.49
2017-06-23 04:00:00,0.04,2.01,335.67,359.19
2017-06-23 04:30:00,5.83,3.34,333.29,356.69
2017-06-23 05:00:00,36.24,15.38,336.93,361.21
2017-06-23 05:30:00,96.84,26.07,341.6,370.95
2017-06-23 06:00:00,173.93,39.09,315.13,381.31
2017-06-23 06:30:00,253.74,38.82,307.58,391.54
2017-06-23 07:00:00,337.75,44.17,312.48,401.97
2017-06-23 07:30:00,421.54,50.75,316.4,413.35
2017-06-23 08:00:00,507.48,61.33,318.84,421.78
2017-06-23 08:30:00,590.56,69.33,320.29,428.26
2017-06-23 09:00:00,666.75,76.13,319.57,432.8
2017-06-23 09:30:00,732.8,80.59,323.2,441.74
2017-06-23 10:00:00,790.92,84.79,322.89,444.82
2017-06-23 10:30:00,840.77,89,324.75,453.04
2017-06-23 11:00:00,876.61,91.49,328.92,462.15
2017-06-23 11:30:00,905.02,95.03,331.08,464.8
2017-06-23 12:00:00,857.38,97.41,331.71,468.64
2017-06-23 12:30:00,924.71,95.32,334.19,472.33
2017-06-23 13:00:00,918.02,94.12,335.04,471.37
2017-06-23 13:30:00,901.76,93.5,334.14,469.09
2017-06-23 14:00:00,872.75,92.03,335.18,469.69
2017-06-23 14:30:00,833.97,90.61,336.05,469.09
2017-06-23 15:00:00,772.76,88.16,335.79,466.97
2017-06-23 15:30:00,724.48,84.75,335.23,465.74
2017-06-23 16:00:00,662.51,80.95,335.57,466.05
2017-06-23 16:30:00,581.56,78.54,334.22,455.94
2017-06-23 17:00:00,497.59,77.81,335.42,452.3
2017-06-23 17:30:00,410.7,70.13,336.65,446.07
2017-06-23 18:00:00,323.12,56.88,333.91,440.85
2017-06-23 18:30:00,235.91,47.95,333.8,436.28
2017-06-23 19:00:00,154.96,39.35,332.56,428.86
2017-06-23 19:30:00,83.92,28.62,330.42,420.37
2017-06-23 20:00:00,34.25,16.02,328.92,412.29
2017-06-23 20:30:00,5.29,3.57,328.68,407.67
2017-06-23 21:00:00,0,1.88,328.22,400.21
2017-06-23 21:30:00,0,2,327.97,392.3
2017-06-23 22:00:00,0,1.45,325.73,385.35
2017-06-23 22:30:00,0,1.5,323.01,381.36
2017-06-23 23:00:00,0,2.14,320.14,378.62
2017-06-23 23:30:00,0,2.68,319.14,376.38
2017-06-24 00:00:00,0,2.65,317.51,373.72
2017-06-24 00:30:00,0,2.24,315.22,371.22
2017-06-24 01:00:00,0,2.26,314.15,368.84
2017-06-24 01:30:00,0,2.79,312.92,368.45
2017-06-24 02:00:00,0,2.33,312.75,367.47
2017-06-24 02:30:00,0,2.22,313.75,364.76
2017-06-24 03:00:00,0,2.15,312.38,363.57
2017-06-24 03:30:00,0.01,2.39,309.38,362.14
2017-06-24 04:00:00,0.31,3.4,308.71,362.08
2017-06-24 04:30:00,6.94,4.27,310.2,361.43
2017-06-24 05:00:00,42.97,15.08,307.52,366.24
2017-06-24 05:30:00,98.8,24.48,323.24,375.03
2017-06-24 06:00:00,170.75,31.94,311.61,387.04
2017-06-24 06:30:00,253.28,36.11,316.28,398.45
2017-06-24 07:00:00,332.24,39.82,321.76,410.76
2017-06-24 07:30:00,402.88,47.42,327.68,423.49
2017-06-24 08:00:00,499.11,55.21,331.69,436
2017-06-24 08:30:00,578.49,60.92,336.3,448.22
2017-06-24 09:00:00,654.3,68.71,357.93,456.75
2017-06-24 09:30:00,722.45,76.09,342.92,463.58
2017-06-24 10:00:00,781.49,81.34,344.66,469.58
2017-06-24 10:30:00,831.03,86.22,346.16,475.03
2017-06-24 11:00:00,866.56,88.12,349.36,483.29
2017-06-24 11:30:00,895.61,91.86,352.75,489.02
2017-06-24 12:00:00,915.32,95.6,353.05,492.44
2017-06-24 12:30:00,916.9,94.21,354.92,494.85
2017-06-24 13:00:00,916.75,93.35,352.39,491.93
2017-06-24 13:30:00,853.13,91.79,354.5,496.17
2017-06-24 14:00:00,866.63,88.33,358.58,501.69
2017-06-24 14:30:00,821.37,85,362.53,502.9
2017-06-24 15:00:00,763.65,83.83,360.04,500.25
2017-06-24 15:30:00,716.07,80.29,360.66,500.21
2017-06-24 16:00:00,647.22,78.3,361.11,494.18
2017-06-24 16:30:00,579.84,76.97,365.93,488.74
2017-06-24 17:00:00,499.89,75.87,360.55,481.97
2017-06-24 17:30:00,408.46,67.31,355.74,472.07
2017-06-24 18:00:00,325.35,56.02,353.14,462.4
2017-06-24 18:30:00,237.29,47.02,352.16,456.04
2017-06-24 19:00:00,156.97,39.2,351.73,448.92
2017-06-24 19:30:00,83.48,27.78,349.84,440.52
2017-06-24 20:00:00,32.31,14.74,346.85,427.83
2017-06-24 20:30:00,1.24,0.49,342.64,413.24
2017-06-24 21:00:00,0,1.71,339.64,404.56
2017-06-24 21:30:00,0,2.27,335.68,399.28
2017-06-24 22:00:00,0,2.16,332.92,394.58
2017-06-24 22:30:00,0,1.93,331.18,390.05
2017-06-24 23:00:00,0,3.11,330.45,388.23
2017-06-24 23:30:00,0,2.47,328.3,385.12
2017-06-25 00:00:00,0,3.02,327.2,382.11
2017-06-25 00:30:00,0,2.74,326.18,379.88
2017-06-25 01:00:00,0,2.71,326.72,378.32
2017-06-25 01:30:00,0.03,3.35,327.71,377.61
2017-06-25 02:00:00,0.03,2.66,330.02,376.26
2017-06-25 02:30:00,0.03,2.12,335.85,375.35
2017-06-25 03:00:00,0.01,2.23,332.88,372.67
2017-06-25 03:30:00,0.07,2.46,340.27,373.77
2017-06-25 04:00:00,0.04,1.72,342.33,373.24
2017-06-25 04:30:00,6.62,3.68,341.12,371.69
