Timestamp,Soil.Temperature...0.05m.,Soil.Temperature...0.10m.,Soil.Temperature...0.50m.
2017-06-15 00:00:00,16.67,16.33,14.54
2017-06-15 00:30:00,16.6,16.31,14.53
2017-06-15 01:00:00,16.58,16.3,14.52
2017-06-15 01:30:00,16.54,16.31,14.52
2017-06-15 02:00:00,16.52,16.3,14.53
2017-06-15 02:30:00,16.5,16.29,14.53
2017-06-15 03:00:00,16.44,16.27,14.52
2017-06-15 03:30:00,16.42,16.25,14.52
2017-06-15 04:00:00,16.38,16.24,14.52
2017-06-15 04:30:00,16.3,16.22,14.52
2017-06-15 05:00:00,16.27,16.19,14.51
2017-06-15 05:30:00,16.26,16.16,14.51
2017-06-15 06:00:00,16.22,16.14,14.53
2017-06-15 06:30:00,16.18,16.12,14.53
2017-06-15 07:00:00,16.13,16.07,14.51
2017-06-15 07:30:00,16.09,16.06,14.5
2017-06-15 08:00:00,16.04,16.02,14.49
2017-06-15 08:30:00,16,16,14.49
2017-06-15 09:00:00,15.98,15.98,14.49
2017-06-15 09:30:00,15.94,15.95,14.48
2017-06-15 10:00:00,15.92,15.94,14.49
2017-06-15 10:30:00,15.9,15.91,14.5
2017-06-15 11:00:00,15.92,15.92,14.51
2017-06-15 11:30:00,15.91,15.91,14.5
2017-06-15 12:00:00,15.89,15.89,14.5
2017-06-15 12:30:00,15.88,15.87,14.51
2017-06-15 13:00:00,15.85,15.85,14.5
2017-06-15 13:30:00,15.83,15.82,14.5
2017-06-15 14:00:00,15.81,15.8,14.52
2017-06-15 14:30:00,15.79,15.79,14.49
2017-06-15 15:00:00,15.79,15.78,14.49
2017-06-15 15:30:00,15.77,15.76,14.57
2017-06-15 16:00:00,15.77,15.77,14.7
2017-06-15 16:30:00,15.79,15.78,14.72
2017-06-15 17:00:00,15.77,15.74,14.71
2017-06-15 17:30:00,15.76,15.74,14.71
2017-06-15 18:00:00,15.75,15.75,14.73
2017-06-15 18:30:00,15.73,15.72,14.74
2017-06-15 19:00:00,15.75,15.7,14.75
2017-06-15 19:30:00,15.73,15.72,14.74
2017-06-15 20:00:00,15.73,15.71,14.76
2017-06-15 20:30:00,15.72,15.71,14.76
2017-06-15 21:00:00,15.72,15.68,14.77
2017-06-15 21:30:00,15.74,15.69,14.77
2017-06-15 22:00:00,15.71,15.7,14.77
2017-06-15 22:30:00,15.68,15.66,14.76
2017-06-15 23:00:00,15.69,15.68,14.67
2017-06-15 23:30:00,15.65,15.65,14.61
2017-06-16 00:00:00,15.67,15.66,14.61
2017-06-16 00:30:00,15.69,15.68,14.65
2017-06-16 01:00:00,15.68,15.66,14.65
2017-06-16 01:30:00,15.63,15.64,14.63
2017-06-16 02:00:00,15.61,15.62,14.64
2017-06-16 02:30:00,15.55,15.57,14.62
2017-06-16 03:00:00,15.53,15.58,14.63
2017-06-16 03:30:00,15.5,15.58,14.64
2017-06-16 04:00:00,15.46,15.55,14.65
2017-06-16 04:30:00,15.4,15.54,14.63
2017-06-16 05:00:00,15.31,15.46,14.6
2017-06-16 05:30:00,15.22,15.42,14.58
2017-06-16 06:00:00,15.18,15.41,14.6
2017-06-16 06:30:00,15.12,15.36,14.57
2017-06-16 07:00:00,15.09,15.34,14.74
2017-06-16 07:30:00,15.18,15.39,14.76
2017-06-16 08:00:00,15.18,15.45,14.75
2017-06-16 08:30:00,15.12,15.4,14.74
2017-06-16 09:00:00,15.05,15.35,14.71
2017-06-16 09:30:00,15.06,15.34,14.72
2017-06-16 10:00:00,15.04,15.31,14.7
2017-06-16 10:30:00,15.03,15.29,14.7
2017-06-16 11:00:00,15.05,15.28,14.7
2017-06-16 11:30:00,15.09,15.26,14.69
2017-06-16 12:00:00,15.16,15.26,14.67
2017-06-16 12:30:00,15.25,15.27,14.65
2017-06-16 13:00:00,15.44,15.32,14.67
2017-06-16 13:30:00,15.6,15.35,14.63
2017-06-16 14:00:00,15.81,15.41,14.62
2017-06-16 14:30:00,16.07,15.52,14.67
2017-06-16 15:00:00,16.35,15.66,14.71
2017-06-16 15:30:00,16.5,15.68,14.64
2017-06-16 16:00:00,16.65,15.75,14.6
2017-06-16 16:30:00,16.88,15.88,14.61
2017-06-16 17:00:00,17.11,15.99,14.63
2017-06-16 17:30:00,17.31,16.12,14.65
2017-06-16 18:00:00,17.47,16.25,14.68
2017-06-16 18:30:00,17.61,16.36,14.68
2017-06-16 19:00:00,17.73,16.47,14.71
2017-06-16 19:30:00,17.86,16.6,14.78
2017-06-16 20:00:00,17.93,16.69,14.79
2017-06-16 20:30:00,17.9,16.78,14.82
2017-06-16 21:00:00,17.84,16.71,14.83
2017-06-16 21:30:00,17.82,16.7,14.81
2017-06-16 22:00:00,17.81,16.74,14.63
2017-06-16 22:30:00,17.78,16.77,14.62
2017-06-16 23:00:00,17.72,16.78,14.6
2017-06-16 23:30:00,17.68,16.79,14.6
2017-06-17 00:00:00,17.65,16.81,14.61
2017-06-17 00:30:00,17.56,16.81,14.6
2017-06-17 01:00:00,17.51,16.81,14.61
2017-06-17 01:30:00,17.44,16.81,14.61
2017-06-17 02:00:00,17.38,16.79,14.6
2017-06-17 02:30:00,17.33,16.77,14.6
2017-06-17 03:00:00,17.25,16.75,14.59
2017-06-17 03:30:00,17.19,16.74,14.59
2017-06-17 04:00:00,17.09,16.71,14.59
2017-06-17 04:30:00,17.03,16.68,14.57
2017-06-17 05:00:00,16.93,16.63,14.54
2017-06-17 05:30:00,16.85,16.58,14.52
2017-06-17 06:00:00,16.77,16.54,14.53
2017-06-17 06:30:00,16.71,16.52,14.53
2017-06-17 07:00:00,16.62,16.47,14.5
2017-06-17 07:30:00,16.54,16.42,14.48
2017-06-17 08:00:00,16.48,16.38,14.6
2017-06-17 08:30:00,16.44,16.35,14.66
2017-06-17 09:00:00,16.41,16.33,14.66
2017-06-17 09:30:00,16.54,16.48,14.64
2017-06-17 10:00:00,16.53,16.44,14.64
2017-06-17 10:30:00,16.53,16.44,14.64
2017-06-17 11:00:00,16.53,16.41,14.64
2017-06-17 11:30:00,16.54,16.4,14.64
2017-06-17 12:00:00,16.59,16.39,14.64
2017-06-17 12:30:00,16.59,16.4,14.63
2017-06-17 13:00:00,16.69,16.42,14.65
2017-06-17 13:30:00,16.77,16.45,14.66
2017-06-17 14:00:00,16.79,16.45,14.66
2017-06-17 14:30:00,16.82,16.43,14.63
2017-06-17 15:00:00,16.89,16.47,14.64
2017-06-17 15:30:00,16.97,16.5,14.67
2017-06-17 16:00:00,17.04,16.54,14.67
2017-06-17 16:30:00,17.11,16.57,14.68
2017-06-17 17:00:00,17.19,16.62,14.71
2017-06-17 17:30:00,17.2,16.66,14.71
2017-06-17 18:00:00,17.11,16.57,14.72
2017-06-17 18:30:00,17.13,16.51,14.71
2017-06-17 19:00:00,17.17,16.57,14.73
2017-06-17 19:30:00,17.19,16.59,14.73
2017-06-17 20:00:00,17.18,16.59,14.58
2017-06-17 20:30:00,17.16,16.6,14.53
2017-06-17 21:00:00,17.14,16.6,14.53
2017-06-17 21:30:00,17.11,16.6,14.53
2017-06-17 22:00:00,17.1,16.61,14.52
2017-06-17 22:30:00,17.04,16.59,14.52
2017-06-17 23:00:00,17.04,16.6,14.53
2017-06-17 23:30:00,17.01,16.59,14.52
2017-06-18 00:00:00,16.97,16.59,14.53
2017-06-18 00:30:00,16.95,16.59,14.53
2017-06-18 01:00:00,16.91,16.57,14.53
2017-06-18 01:30:00,16.89,16.55,14.53
2017-06-18 02:00:00,16.81,16.55,14.52
2017-06-18 02:30:00,16.77,16.51,14.52
2017-06-18 03:00:00,16.71,16.5,14.51
2017-06-18 03:30:00,16.69,16.48,14.52
2017-06-18 04:00:00,16.67,16.45,14.52
2017-06-18 04:30:00,16.6,16.42,14.51
2017-06-18 05:00:00,16.58,16.42,14.51
2017-06-18 05:30:00,16.53,16.4,14.51
2017-06-18 06:00:00,16.52,16.37,14.5
2017-06-18 06:30:00,16.44,16.35,14.5
2017-06-18 07:00:00,16.42,16.31,14.5
2017-06-18 07:30:00,16.37,16.28,14.49
2017-06-18 08:00:00,16.34,16.26,14.49
2017-06-18 08:30:00,16.33,16.24,14.5
2017-06-18 09:00:00,16.28,16.22,14.49
2017-06-18 09:30:00,16.26,16.22,14.49
2017-06-18 10:00:00,16.24,16.16,14.48
2017-06-18 10:30:00,16.22,16.15,14.49
2017-06-18 11:00:00,16.2,16.16,14.49
2017-06-18 11:30:00,16.19,16.12,14.49
2017-06-18 12:00:00,16.16,16.09,14.57
2017-06-18 12:30:00,16.15,16.12,14.68
2017-06-18 13:00:00,16.2,16.09,14.67
2017-06-18 13:30:00,16.18,16.07,14.64
2017-06-18 14:00:00,16.18,16.06,14.68
2017-06-18 14:30:00,16.15,16.05,14.67
2017-06-18 15:00:00,16.16,16.05,14.68
2017-06-18 15:30:00,16.13,16.02,14.66
2017-06-18 16:00:00,16.12,16.02,14.65
2017-06-18 16:30:00,16.15,16.14,14.66
2017-06-18 17:00:00,16.24,16.23,14.68
2017-06-18 17:30:00,16.29,16.2,14.67
2017-06-18 18:00:00,16.39,16.22,14.67
2017-06-18 18:30:00,16.35,16.21,14.69
2017-06-18 19:00:00,16.36,16.2,14.68
2017-06-18 19:30:00,16.37,16.21,14.69
2017-06-18 20:00:00,16.41,16.23,14.69
2017-06-18 20:30:00,16.28,16.22,14.71
2017-06-18 21:00:00,16.25,16.07,14.71
2017-06-18 21:30:00,16.26,16.06,14.72
2017-06-18 22:00:00,16.28,16.07,14.74
2017-06-18 22:30:00,16.28,16.07,14.67
2017-06-18 23:00:00,16.27,16.07,14.56
2017-06-18 23:30:00,16.25,16.07,14.56
2017-06-19 00:00:00,16.25,16.06,14.56
2017-06-19 00:30:00,16.22,16.05,14.57
2017-06-19 01:00:00,16.2,16.05,14.57
2017-06-19 01:30:00,16.15,16.02,14.55
2017-06-19 02:00:00,16.1,15.98,14.54
2017-06-19 02:30:00,16.1,15.97,14.54
2017-06-19 03:00:00,16.01,15.98,14.55
2017-06-19 03:30:00,16,15.96,14.54
2017-06-19 04:00:00,15.93,15.92,14.53
2017-06-19 04:30:00,15.89,15.9,14.53
2017-06-19 05:00:00,15.85,15.87,14.52
2017-06-19 05:30:00,15.79,15.84,14.53
2017-06-19 06:00:00,15.74,15.8,14.51
2017-06-19 06:30:00,15.7,15.77,14.49
2017-06-19 07:00:00,15.64,15.74,14.48
2017-06-19 07:30:00,15.61,15.7,14.47
2017-06-19 08:00:00,15.58,15.69,14.58
2017-06-19 08:30:00,15.58,15.69,14.63
2017-06-19 09:00:00,15.66,15.79,14.62
2017-06-19 09:30:00,15.67,15.78,14.63
2017-06-19 10:00:00,15.68,15.78,14.64
2017-06-19 10:30:00,15.67,15.76,14.64
2017-06-19 11:00:00,15.64,15.73,14.61
2017-06-19 11:30:00,15.69,15.73,14.65
2017-06-19 12:00:00,15.77,15.76,14.67
2017-06-19 12:30:00,15.8,15.76,14.66
2017-06-19 13:00:00,15.7,15.65,14.52
2017-06-19 13:30:00,15.78,15.68,14.54
2017-06-19 14:00:00,15.88,15.72,14.59
2017-06-19 14:30:00,16.02,15.81,14.64
2017-06-19 15:00:00,16.07,15.81,14.62
2017-06-19 15:30:00,16.17,15.83,14.59
2017-06-19 16:00:00,16.23,15.85,14.58
2017-06-19 16:30:00,16.36,15.91,14.6
2017-06-19 17:00:00,16.47,15.96,14.61
2017-06-19 17:30:00,16.53,15.99,14.59
2017-06-19 18:00:00,16.67,16.08,14.63
2017-06-19 18:30:00,16.78,16.14,14.65
2017-06-19 19:00:00,16.89,16.21,14.68
2017-06-19 19:30:00,16.98,16.28,14.7
2017-06-19 20:00:00,17.05,16.33,14.69
2017-06-19 20:30:00,17.13,16.4,14.73
2017-06-19 21:00:00,17.2,16.45,14.75
2017-06-19 21:30:00,17.2,16.49,14.74
2017-06-19 22:00:00,17.06,16.46,14.74
2017-06-19 22:30:00,17.08,16.37,14.75
2017-06-19 23:00:00,17.07,16.4,14.73
2017-06-19 23:30:00,17.03,16.4,14.54
2017-06-20 00:00:00,16.99,16.39,14.53
2017-06-20 00:30:00,16.97,16.43,14.59
2017-06-20 01:00:00,16.93,16.41,14.55
2017-06-20 01:30:00,16.91,16.4,14.53
2017-06-20 02:00:00,16.89,16.43,14.6
2017-06-20 02:30:00,16.85,16.4,14.67
2017-06-20 03:00:00,16.82,16.4,14.7
2017-06-20 03:30:00,16.83,16.41,14.71
2017-06-20 04:00:00,16.78,16.39,14.7
2017-06-20 04:30:00,16.7,16.36,14.7
2017-06-20 05:00:00,16.68,16.36,14.69
2017-06-20 05:30:00,16.65,16.36,14.68
2017-06-20 06:00:00,16.61,16.32,14.67
2017-06-20 06:30:00,16.56,16.33,14.66
2017-06-20 07:00:00,16.62,16.44,14.62
2017-06-20 07:30:00,16.66,16.44,14.63
2017-06-20 08:00:00,16.68,16.44,14.64
2017-06-20 08:30:00,16.62,16.42,14.63
2017-06-20 09:00:00,16.61,16.41,14.63
2017-06-20 09:30:00,16.61,16.43,14.64
2017-06-20 10:00:00,16.6,16.37,14.6
2017-06-20 10:30:00,16.6,16.37,14.59
2017-06-20 11:00:00,16.62,16.38,14.6
2017-06-20 11:30:00,16.62,16.37,14.59
2017-06-20 12:00:00,16.59,16.31,14.53
2017-06-20 12:30:00,16.64,16.33,14.53
2017-06-20 13:00:00,16.7,16.34,14.53
2017-06-20 13:30:00,16.75,16.33,14.5
2017-06-20 14:00:00,16.9,16.4,14.53
2017-06-20 14:30:00,17.04,16.45,14.56
2017-06-20 15:00:00,17.24,16.56,14.6
2017-06-20 15:30:00,17.31,16.55,14.54
2017-06-20 16:00:00,17.46,16.6,14.54
2017-06-20 16:30:00,17.64,16.69,14.55
2017-06-20 17:00:00,17.79,16.77,14.56
2017-06-20 17:30:00,17.98,16.86,14.59
2017-06-20 18:00:00,18.11,16.96,14.6
2017-06-20 18:30:00,18.2,17,14.59
2017-06-20 19:00:00,18.29,17.1,14.62
2017-06-20 19:30:00,18.36,17.17,14.64
2017-06-20 20:00:00,18.42,17.24,14.64
2017-06-20 20:30:00,18.47,17.32,14.7
2017-06-20 21:00:00,18.5,17.39,14.71
2017-06-20 21:30:00,18.37,17.42,14.72
2017-06-20 22:00:00,18.28,17.33,14.71
2017-06-20 22:30:00,18.26,17.29,14.71
2017-06-20 23:00:00,18.23,17.29,14.7
2017-06-20 23:30:00,18.18,17.31,14.7
2017-06-21 00:00:00,18.15,17.32,14.7
2017-06-21 00:30:00,18.1,17.31,14.52
2017-06-21 01:00:00,18.08,17.32,14.53
2017-06-21 01:30:00,18,17.29,14.5
2017-06-21 02:00:00,17.91,17.27,14.48
2017-06-21 02:30:00,17.87,17.28,14.49
2017-06-21 03:00:00,17.8,17.24,14.48
2017-06-21 03:30:00,17.73,17.21,14.47
2017-06-21 04:00:00,17.65,17.18,14.48
2017-06-21 04:30:00,17.62,17.2,14.5
2017-06-21 05:00:00,17.52,17.17,14.49
2017-06-21 05:30:00,17.49,17.13,14.48
2017-06-21 06:00:00,17.39,17.08,14.47
2017-06-21 06:30:00,17.31,17.05,14.49
2017-06-21 07:00:00,17.23,17,14.63
2017-06-21 07:30:00,17.14,16.95,14.62
2017-06-21 08:00:00,17.11,16.93,14.65
2017-06-21 08:30:00,17,16.9,14.61
2017-06-21 09:00:00,17.11,17.01,14.6
2017-06-21 09:30:00,17.12,17.01,14.63
2017-06-21 10:00:00,17.09,16.96,14.62
2017-06-21 10:30:00,17.06,16.94,14.63
2017-06-21 11:00:00,16.95,16.86,14.59
2017-06-21 11:30:00,16.97,16.87,14.6
2017-06-21 12:00:00,16.99,16.83,14.58
2017-06-21 12:30:00,16.91,16.73,14.5
2017-06-21 13:00:00,17.01,16.76,14.53
2017-06-21 13:30:00,17.14,16.79,14.54
2017-06-21 14:00:00,17.29,16.83,14.57
2017-06-21 14:30:00,17.43,16.88,14.59
2017-06-21 15:00:00,17.6,16.95,14.62
2017-06-21 15:30:00,17.63,16.91,14.54
2017-06-21 16:00:00,17.74,16.97,14.52
2017-06-21 16:30:00,17.89,17.05,14.54
2017-06-21 17:00:00,17.95,17.08,14.55
2017-06-21 17:30:00,18.08,17.15,14.55
2017-06-21 18:00:00,18.17,17.21,14.58
2017-06-21 18:30:00,18.22,17.25,14.6
2017-06-21 19:00:00,18.27,17.31,14.61
2017-06-21 19:30:00,18.31,17.36,14.62
2017-06-21 20:00:00,18.35,17.42,14.67
2017-06-21 20:30:00,18.34,17.48,14.71
2017-06-21 21:00:00,18.21,17.38,14.74
2017-06-21 21:30:00,18.18,17.36,14.73
2017-06-21 22:00:00,18.15,17.36,14.56
2017-06-21 22:30:00,18.09,17.35,14.54
2017-06-21 23:00:00,18.04,17.36,14.53
2017-06-21 23:30:00,17.98,17.36,14.54
2017-06-22 00:00:00,17.89,17.34,14.51
2017-06-22 00:30:00,17.86,17.31,14.51
2017-06-22 01:00:00,17.8,17.31,14.54
2017-06-22 01:30:00,17.74,17.29,14.54
2017-06-22 02:00:00,17.67,17.26,14.54
2017-06-22 02:30:00,17.58,17.24,14.53
2017-06-22 03:00:00,17.54,17.21,14.55
2017-06-22 03:30:00,17.46,17.18,14.55
2017-06-22 04:00:00,17.39,17.15,14.55
2017-06-22 04:30:00,17.31,17.1,14.55
2017-06-22 05:00:00,17.21,17.07,14.54
2017-06-22 05:30:00,17.07,17,14.53
2017-06-22 06:00:00,16.94,16.93,14.51
2017-06-22 06:30:00,16.84,16.88,14.5
2017-06-22 07:00:00,16.74,16.82,14.49
2017-06-22 07:30:00,16.69,16.77,14.64
2017-06-22 08:00:00,16.58,16.68,14.62
2017-06-22 08:30:00,16.65,16.8,14.6
2017-06-22 09:00:00,16.57,16.75,14.6
2017-06-22 09:30:00,16.57,16.73,14.62
2017-06-22 10:00:00,16.54,16.69,14.63
2017-06-22 10:30:00,16.51,16.66,14.63
2017-06-22 11:00:00,16.49,16.6,14.61
2017-06-22 11:30:00,16.48,16.57,14.6
2017-06-22 12:00:00,16.52,16.54,14.57
2017-06-22 12:30:00,16.56,16.54,14.56
2017-06-22 13:00:00,16.72,16.56,14.57
2017-06-22 13:30:00,16.83,16.56,14.57
2017-06-22 14:00:00,16.98,16.6,14.57
2017-06-22 14:30:00,17.12,16.65,14.58
2017-06-22 15:00:00,17.34,16.71,14.6
2017-06-22 15:30:00,17.4,16.71,14.53
2017-06-22 16:00:00,17.53,16.75,14.52
2017-06-22 16:30:00,17.72,16.84,14.53
2017-06-22 17:00:00,17.9,16.94,14.57
2017-06-22 17:30:00,18.04,17.02,14.58
2017-06-22 18:00:00,18.18,17.1,14.61
2017-06-22 18:30:00,18.26,17.18,14.6
2017-06-22 19:00:00,18.34,17.25,14.61
2017-06-22 19:30:00,18.44,17.33,14.64
2017-06-22 20:00:00,18.5,17.4,14.67
2017-06-22 20:30:00,18.59,17.5,14.74
2017-06-22 21:00:00,18.57,17.57,14.78
2017-06-22 21:30:00,18.46,17.47,14.79
2017-06-22 22:00:00,18.44,17.45,14.76
2017-06-22 22:30:00,18.41,17.47,14.59
2017-06-22 23:00:00,18.36,17.47,14.58
2017-06-22 23:30:00,18.31,17.48,14.57
2017-06-23 00:00:00,18.26,17.48,14.57
2017-06-23 00:30:00,18.19,17.46,14.56
2017-06-23 01:00:00,18.14,17.47,14.56
2017-06-23 01:30:00,18.04,17.45,14.56
2017-06-23 02:00:00,18,17.45,14.57
2017-06-23 02:30:00,17.93,17.42,14.58
2017-06-23 03:00:00,17.85,17.4,14.57
2017-06-23 03:30:00,17.78,17.37,14.56
2017-06-23 04:00:00,17.65,17.31,14.56
2017-06-23 04:30:00,17.61,17.29,14.57
2017-06-23 05:00:00,17.52,17.25,14.57
2017-06-23 05:30:00,17.39,17.2,14.56
2017-06-23 06:00:00,17.24,17.12,14.51
2017-06-23 06:30:00,17.14,17.09,14.54
2017-06-23 07:00:00,17.04,17.03,14.69
2017-06-23 07:30:00,17.06,17.05,14.66
2017-06-23 08:00:00,17.05,17.07,14.63
2017-06-23 08:30:00,16.99,17.02,14.64
2017-06-23 09:00:00,16.97,17,14.66
2017-06-23 09:30:00,16.89,16.94,14.64
2017-06-23 10:00:00,16.86,16.9,14.64
2017-06-23 10:30:00,16.84,16.87,14.64
2017-06-23 11:00:00,16.8,16.83,14.61
2017-06-23 11:30:00,16.81,16.79,14.6
2017-06-23 12:00:00,16.84,16.77,14.59
2017-06-23 12:30:00,16.88,16.74,14.55
2017-06-23 13:00:00,17.01,16.8,14.6
2017-06-23 13:30:00,17.16,16.81,14.58
2017-06-23 14:00:00,17.31,16.83,14.58
2017-06-23 14:30:00,17.48,16.89,14.61
2017-06-23 15:00:00,17.69,16.97,14.64
2017-06-23 15:30:00,17.79,16.97,14.57
2017-06-23 16:00:00,17.89,17.01,14.53
2017-06-23 16:30:00,18.08,17.09,14.57
2017-06-23 17:00:00,18.27,17.18,14.59
2017-06-23 17:30:00,18.42,17.27,14.58
2017-06-23 18:00:00,18.53,17.36,14.62
2017-06-23 18:30:00,18.63,17.43,14.61
2017-06-23 19:00:00,18.72,17.51,14.63
2017-06-23 19:30:00,18.8,17.6,14.65
2017-06-23 20:00:00,18.88,17.67,14.69
2017-06-23 20:30:00,18.92,17.75,14.72
2017-06-23 21:00:00,18.95,17.79,14.73
2017-06-23 21:30:00,18.97,17.84,14.76
2017-06-23 22:00:00,18.95,17.92,14.8
2017-06-23 22:30:00,18.82,17.81,14.81
2017-06-23 23:00:00,18.77,17.78,14.8
2017-06-23 23:30:00,18.73,17.79,14.75
2017-06-24 00:00:00,18.68,17.8,14.61
2017-06-24 00:30:00,18.62,17.8,14.61
2017-06-24 01:00:00,18.55,17.78,14.6
2017-06-24 01:30:00,18.47,17.76,14.59
2017-06-24 02:00:00,18.39,17.72,14.58
2017-06-24 02:30:00,18.33,17.73,14.59
2017-06-24 03:00:00,18.27,17.7,14.6
2017-06-24 03:30:00,18.18,17.67,14.6
2017-06-24 04:00:00,18.12,17.64,14.59
2017-06-24 04:30:00,18,17.62,14.59
2017-06-24 05:00:00,17.92,17.57,14.58
2017-06-24 05:30:00,17.81,17.52,14.59
2017-06-24 06:00:00,17.68,17.46,14.56
2017-06-24 06:30:00,17.57,17.42,14.71
2017-06-24 07:00:00,17.53,17.43,14.72
2017-06-24 07:30:00,17.6,17.48,14.7
2017-06-24 08:00:00,17.47,17.38,14.64
2017-06-24 08:30:00,17.34,17.3,14.59
2017-06-24 09:00:00,17.31,17.26,14.6
2017-06-24 09:30:00,17.3,17.25,14.64
2017-06-24 10:00:00,17.28,17.22,14.64
2017-06-24 10:30:00,17.26,17.18,14.64
2017-06-24 11:00:00,17.23,17.15,14.62
2017-06-24 11:30:00,17.23,17.11,14.59
2017-06-24 12:00:00,17.29,17.1,14.58
2017-06-24 12:30:00,17.35,17.07,14.57
2017-06-24 13:00:00,17.5,17.12,14.6
2017-06-24 13:30:00,17.62,17.12,14.57
2017-06-24 14:00:00,17.76,17.13,14.53
2017-06-24 14:30:00,17.94,17.2,14.57
2017-06-24 15:00:00,18.17,17.29,14.62
2017-06-24 15:30:00,18.23,17.26,14.53
2017-06-24 16:00:00,18.41,17.33,14.52
2017-06-24 16:30:00,18.61,17.43,14.54
2017-06-24 17:00:00,18.81,17.53,14.55
2017-06-24 17:30:00,18.97,17.62,14.57
2017-06-24 18:00:00,19.11,17.73,14.62
2017-06-24 18:30:00,19.22,17.81,14.62
2017-06-24 19:00:00,19.31,17.88,14.63
2017-06-24 19:30:00,19.38,17.95,14.65
2017-06-24 20:00:00,19.47,18.05,14.69
2017-06-24 20:30:00,19.58,18.16,14.77
2017-06-24 21:00:00,19.66,18.24,14.81
2017-06-24 21:30:00,19.67,18.29,14.81
2017-06-24 22:00:00,19.62,18.35,14.82
2017-06-24 22:30:00,19.48,18.28,14.81
2017-06-24 23:00:00,19.43,18.22,14.8
2017-06-24 23:30:00,19.37,18.21,14.8
2017-06-25 00:00:00,19.33,18.23,14.8
2017-06-25 00:30:00,19.28,18.24,14.62
2017-06-25 01:00:00,19.22,18.23,14.6
2017-06-25 01:30:00,19.14,18.22,14.6
2017-06-25 02:00:00,19.09,18.22,14.6
2017-06-25 02:30:00,19.02,18.2,14.61
2017-06-25 03:00:00,18.95,18.19,14.61
2017-06-25 03:30:00,18.87,18.16,14.6
2017-06-25 04:00:00,18.79,18.13,14.61
2017-06-25 04:30:00,18.73,18.11,14.61
2017-06-25 05:00:00,18.63,18.08,14.59
2017-06-25 05:30:00,18.5,18.02,14.57
2017-06-25 06:00:00,18.39,17.97,14.71
2017-06-25 06:30:00,18.29,17.96,14.75
2017-06-25 07:00:00,18.41,18.08,14.74
2017-06-25 07:30:00,18.31,18.01,14.69
2017-06-25 08:00:00,18.2,17.91,14.61
2017-06-25 08:30:00,18.08,17.84,14.57
2017-06-25 09:00:00,18.02,17.78,14.57
2017-06-25 09:30:00,18.03,17.79,14.6
2017-06-25 10:00:00,18.07,17.8,14.64
2017-06-25 10:30:00,18.06,17.79,14.64
2017-06-25 11:00:00,18.07,17.76,14.66
2017-06-25 11:30:00,18.22,17.84,14.73
2017-06-25 12:00:00,18.22,17.79,14.69
2017-06-25 12:30:00,18.19,17.73,14.62
2017-06-25 13:00:00,18.21,17.69,14.58
2017-06-25 13:30:00,18.29,17.7,14.57
2017-06-25 14:00:00,18.49,17.77,14.62
2017-06-25 14:30:00,18.61,17.81,14.64
2017-06-25 15:00:00,18.76,17.84,14.64
2017-06-25 15:30:00,18.81,17.85,14.59
2017-06-25 16:00:00,18.95,17.92,14.61
2017-06-25 16:30:00,19.07,17.94,14.58
2017-06-25 17:00:00,19.23,18.04,14.62
2017-06-25 17:30:00,19.35,18.09,14.63
2017-06-25 18:00:00,19.51,18.23,14.72
2017-06-25 18:30:00,19.62,18.29,14.73
2017-06-25 19:00:00,19.71,18.38,14.75
2017-06-25 19:30:00,19.81,18.46,14.78
2017-06-25 20:00:00,19.89,18.53,14.8
2017-06-25 20:30:00,19.92,18.59,14.79
2017-06-25 21:00:00,19.96,18.62,14.81
2017-06-25 21:30:00,19.99,18.68,14.82
2017-06-25 22:00:00,19.87,18.73,14.82
2017-06-25 22:30:00,19.8,18.76,14.81
2017-06-25 23:00:00,19.75,18.74,14.79
2017-06-25 23:30:00,19.75,18.75,14.78
2017-06-26 00:00:00,19.68,18.64,14.78
2017-06-26 00:30:00,19.7,18.64,14.79
2017-06-26 01:00:00,19.66,18.64,14.78
2017-06-26 01:30:00,19.6,18.64,14.81
2017-06-26 02:00:00,19.59,18.66,14.83
2017-06-26 02:30:00,19.56,18.66,14.85
2017-06-26 03:00:00,19.51,18.65,14.84
2017-06-26 03:30:00,19.45,18.64,14.85
2017-06-26 04:00:00,19.4,18.63,14.85
2017-06-26 04:30:00,19.34,18.6,14.84
2017-06-26 05:00:00,19.28,18.59,14.71
2017-06-26 05:30:00,19.2,18.55,14.83
2017-06-26 06:00:00,19.11,18.51,14.82
2017-06-26 06:30:00,19.02,18.46,14.81
2017-06-26 07:00:00,18.96,18.44,14.81
2017-06-26 07:30:00,18.92,18.54,14.8
2017-06-26 08:00:00,18.98,18.54,14.76
2017-06-26 08:30:00,18.93,18.49,14.76
2017-06-26 09:00:00,18.9,18.48,14.78
2017-06-26 09:30:00,18.86,18.45,14.78
2017-06-26 10:00:00,18.78,18.37,14.75
2017-06-26 10:30:00,18.73,18.34,14.71
2017-06-26 11:00:00,18.69,18.31,14.72
2017-06-26 11:30:00,18.64,18.25,14.68
2017-06-26 12:00:00,18.67,18.24,14.67
2017-06-26 12:30:00,18.77,18.24,14.69
2017-06-26 13:00:00,18.91,18.29,14.74
2017-06-26 13:30:00,18.96,18.27,14.7
2017-06-26 14:00:00,19.04,18.26,14.66
2017-06-26 14:30:00,19.17,18.31,14.68
