"Timestamp","AIR_TEMP_2M","AIR_TEMP_38CM","ORP_10CM","ORP_30CM","INCOMING_PAR","REFLECTED_PAR","PRECIP","SHORTWAVE_IN","SHORTWAVE_OUT","LONGWAVE_IN","LONGWAVE_OUT","RH_2M","RH_38CM","SHFP_1","SHFP_2","SHFP_3","SVWC","SOIL_TEMP_5CM","SOIL_TEMP_10CM","SOIL_TEMP_50CM","WTH","WATER_TEMP_10CM","WATER_TEMP_30CM","WIND_VELOCITY_CUP","WIND_VELOCITY_EC2"
2017-06-15 00:00:00,13.34,12.15,-285.6,-209.17,0.12,0.05,0,0,1.08,348.73,375.88,76.03,82.68,-12.78,-11.24,-7.98,72.26,16.67,16.33,14.54,210.94,16.99,15.9,0.27,0.93
2017-06-15 00:30:00,13.15,12.27,-285.46,-209.18,0.1,0.07,0,0.01,1,351.77,375.86,74.38,79.05,-13.46,-11.9,-8.25,72.27,16.6,16.31,14.53,210.09,16.97,15.89,0.91,1.39
2017-06-15 01:00:00,13.16,12.45,-285.41,-211.59,0.15,0.07,0,0,0.65,356.21,376.59,74.75,78.5,-14.12,-12.24,-8.58,72.28,16.58,16.3,14.52,210.1,16.93,15.88,0.42,1.09
2017-06-15 01:30:00,13.13,12.13,-285.28,-208.68,0.08,0.09,0,0,0.81,349.3,374.83,76.16,80.61,-14.39,-12.25,-8.74,72.29,16.54,16.31,14.52,212.57,16.89,15.88,0.35,0.9
2017-06-15 02:00:00,12.93,11.88,-285.18,-207.66,0.11,0.04,0,0,1.11,346.54,373.65,76.68,82.27,-14.68,-12.39,-8.82,72.29,16.52,16.3,14.53,212.18,16.85,15.89,0.05,0.94
2017-06-15 02:30:00,12.76,11.94,-285.13,-207.17,0.15,0.08,0,0,0.88,347.65,373.54,76.9,80.61,-15.16,-12.73,-8.98,72.31,16.5,16.29,14.53,210.81,16.8,15.88,1.35,1.57
2017-06-15 03:00:00,12.77,11.99,-284.68,-207.85,0.1,0.08,0,0,0.91,351.04,373.67,76.94,79.99,-15.6,-13.07,-9.37,72.31,16.44,16.27,14.52,210.56,16.76,15.88,1.61,1.71
2017-06-15 03:30:00,12.69,12.01,-285.91,-208.59,0.1,0.06,0,0,1.15,353.05,373.43,77.88,80.66,-15.95,-13.17,-9.68,72.33,16.42,16.25,14.52,211.58,16.7,15.89,2.24,2.14
2017-06-15 04:00:00,12.59,11.91,-285.06,-205.61,0.54,0.08,0,0.02,0.86,351.95,373.13,78.54,81.3,-16.14,-13.12,-10.01,72.32,16.38,16.24,14.52,210.93,16.64,15.89,2.16,2.17
2017-06-15 04:30:00,12.78,11.95,-284.57,-207.17,3.53,0.11,0,0.51,1.43,357.79,373.26,78.41,81.01,-16.23,-13.05,-10.22,72.33,16.3,16.22,14.52,211.45,16.59,15.88,2.43,2.27
2017-06-15 05:00:00,12.33,11.66,-284.55,-208.12,13.24,0.52,0,5.17,3.68,362.43,372.45,81.62,85.57,-16.3,-12.87,-10.27,72.36,16.27,16.19,14.51,214,16.53,15.88,2.1,2.1
2017-06-15 05:30:00,12.06,11.21,-284.01,-214.37,29.67,1.66,0.4,14.57,5.5,365.56,371.01,85.76,91.48,-16.07,-12.51,-10.11,72.36,16.26,16.16,14.51,214.95,16.48,15.89,2.18,2.03
2017-06-15 06:00:00,11.61,10.91,-285.37,-223.82,62.05,2.96,0.3,32.32,6.23,365.42,370.75,89.38,96.06,-15.64,-12.02,-9.91,72.4,16.22,16.14,14.53,212.75,16.43,15.9,2.43,2.39
2017-06-15 06:30:00,11.48,10.94,-285.97,-222.07,96.58,4.59,0.2,50.63,7.38,365.54,371.42,90.04,97.48,-15.01,-11.29,-9.47,72.43,16.18,16.12,14.53,211.4,16.36,15.89,3.51,3.28
2017-06-15 07:00:00,11.73,11.14,-286.38,-221.85,167.79,7.81,0.3,88.05,11.06,366.72,373.59,90.91,98.53,-14.08,-10.4,-8.94,72.45,16.13,16.07,14.51,209.04,16.28,15.88,3.81,3.38
2017-06-15 07:30:00,11.91,11.21,-286.96,-223.36,160.32,7.47,0.2,82.8,10.01,366.1,374.37,91.01,98.49,-12.86,-9.31,-8.11,72.48,16.09,16.06,14.5,211.46,16.22,15.88,3.52,3.18
2017-06-15 08:00:00,12.41,11.7,-287.33,-225.25,247.93,10.59,0.3,131.02,15,366.07,374.17,91.32,98.94,-11.15,-7.96,-7.09,72.51,16.04,16.02,14.49,208.37,16.14,15.87,4.11,3.55
2017-06-15 08:30:00,12.68,12.12,-288.15,-224.38,222.1,9.74,0.1,115.87,12.72,366.97,372.49,90.94,98.97,-9.06,-6.27,-5.54,72.54,16,16,14.49,209.28,16.08,15.87,3.9,3.42
2017-06-15 09:00:00,12.97,12.48,-287.48,-217.71,235.15,10.29,0.1,120.55,13.21,366.16,374.4,89.56,97.78,-6.67,-4.33,-4.34,72.56,15.98,15.98,14.49,208.29,16.02,15.86,3.6,3.15
2017-06-15 09:30:00,13.08,12.58,-285.98,-214.42,180.38,8.29,0,88.77,8.74,366.94,375.52,89.07,95.86,-4.79,-2.78,-3.46,72.57,15.94,15.95,14.48,212.6,15.99,15.86,3.52,3.03
2017-06-15 10:00:00,13.15,12.76,-285.57,-214.62,173.04,8.06,0.1,83.99,8.67,373.08,376.78,91.29,97.63,-3.3,-1.46,-3.34,72.57,15.92,15.94,14.49,212.43,15.94,15.86,3.05,2.72
2017-06-15 10:30:00,13.36,12.79,-285.62,-219.2,195.15,8.8,0.1,94.93,9.36,374.06,377.88,91.22,97.88,-2.67,-0.91,-3.16,72.59,15.9,15.91,14.5,212.01,15.92,15.88,3.76,3.32
2017-06-15 11:00:00,13.29,12.78,-287.52,-218.4,151.96,7.06,0.5,70.82,6.32,372.73,379.4,91.35,98.22,-2.09,-0.53,-3.02,72.61,15.92,15.92,14.51,214,15.88,15.88,3.67,3.23
2017-06-15 11:30:00,13.24,12.75,-286.94,-226.79,245.41,10.32,0.2,120.49,11.83,372.08,380.37,92.07,98.82,-2.48,-0.73,-3.23,72.64,15.91,15.91,14.5,212.16,15.83,15.88,3.57,3.26
2017-06-15 12:00:00,13.31,12.83,-286.59,-225.08,255.88,10.77,0.1,125.78,12.38,371.49,376.93,91.86,99.07,-1.94,-0.36,-2.36,72.67,15.89,15.89,14.5,213.16,15.81,15.87,4.36,3.7
2017-06-15 12:30:00,13.19,12.6,-287.03,-224.44,164.54,7.55,0.7,76.08,7.07,372.54,375.37,91.6,99.02,-1.1,0.61,-2.08,72.69,15.88,15.87,14.51,216.11,15.79,15.86,4.24,3.76
2017-06-15 13:00:00,13.13,12.73,-289.25,-230.1,242.8,10.56,0.6,118.19,11.37,375.86,376.15,92.78,99.68,-1.53,0.48,-2.62,72.74,15.85,15.85,14.5,211.72,15.75,15.86,3.36,3.08
2017-06-15 13:30:00,13.37,12.89,-290.58,-231.7,226.83,10.06,0.6,112.9,10.8,375.42,376.62,93.3,99.8,-1.26,0.7,-1.97,72.83,15.83,15.82,14.5,215.1,15.73,15.85,4.48,3.95
2017-06-15 14:00:00,13.36,12.74,-291.4,-232.18,142.85,6.84,1.9,65.55,6.04,375.99,376.51,93,99.9,-0.21,1.7,-1.85,72.97,15.81,15.8,14.52,215.82,15.7,15.84,3.57,3.07
2017-06-15 14:30:00,13.57,13.26,-294.5,-234.58,281.84,11.74,0.8,140.38,13.91,379.42,379.47,94.25,100,-1.32,0.82,-2.46,73.23,15.79,15.79,14.49,211.4,15.68,15.84,3.45,3.21
2017-06-15 15:00:00,14.13,13.46,-294.54,-233.36,196.04,8.61,0.9,93.63,8.66,380.38,380.65,94.34,100,-0.56,1.35,-1.33,73.36,15.79,15.78,14.49,215.46,15.66,15.84,3.55,3.13
2017-06-15 15:30:00,14.22,13.78,-294.81,-234.39,226.93,9.66,1.4,110.2,10.08,381.36,382.2,94.78,100,1.09,2.68,-0.67,73.55,15.77,15.76,14.57,215.18,15.64,15.82,3.78,3.27
2017-06-15 16:00:00,14.3,13.61,-295.47,-234.93,127.69,5.88,1.6,59.51,5.22,380.68,381.38,95.08,100,1.71,4.1,-0.04,73.87,15.77,15.77,14.7,220.02,15.64,15.82,3.97,3.44
2017-06-15 16:30:00,14.11,13.67,-297.87,-235.2,140.57,6.33,1.9,65.84,5.7,381.11,381.92,95.83,100,0.58,3.86,-0.49,74.24,15.79,15.78,14.72,218.13,15.62,15.82,3.66,3.14
2017-06-15 17:00:00,14.54,13.8,-299.8,-235.2,150.76,6.78,0.2,74.73,7.17,377.92,382.89,95.82,100,-0.91,2.59,-0.69,74.43,15.77,15.74,14.71,217.58,15.61,15.82,4.31,3.48
2017-06-15 17:30:00,14.67,13.92,-298.7,-232.38,93.92,4.34,0.3,45.37,4.28,380.14,383.97,94.91,100,-1.02,2.13,-0.56,74.47,15.76,15.74,14.71,218.73,15.6,15.81,4.43,3.46
2017-06-15 18:00:00,14.41,13.85,-297.37,-233.85,50.29,2.38,2.1,23.97,2.03,381.85,384.25,95.81,100,-1.13,1.86,-0.68,74.61,15.75,15.75,14.73,222.19,15.61,15.79,4.63,3.5
2017-06-15 18:30:00,14.19,13.74,-299.34,-234.98,66.57,3.25,0.6,33.63,3.38,379.57,384.02,96.89,100,-2,0.4,-1.11,74.85,15.73,15.72,14.74,220.91,15.6,15.8,4.91,3.66
2017-06-15 19:00:00,14.24,13.86,-300,-233.72,68.15,3.29,0.2,35.87,3.88,377.57,384.51,97.3,100,-2.89,-1.07,-1.41,74.9,15.75,15.7,14.75,219.42,15.59,15.79,4.29,3.3
2017-06-15 19:30:00,14.3,13.86,-298.65,-231.57,31.68,1.65,0,17.13,1.93,377.49,384.45,97.54,100,-2.94,-1.53,-1.39,74.93,15.73,15.72,14.74,220.4,15.6,15.79,5.04,3.75
2017-06-15 20:00:00,14.48,13.91,-299.22,-230.32,12.4,0.6,0.1,6.95,0.88,374.45,384.59,97.68,100,-3.19,-1.95,-1.56,74.94,15.73,15.71,14.76,220.37,15.59,15.77,4.23,3.14
2017-06-15 20:30:00,14.48,13.84,-296.42,-229.42,2.39,0.25,0,1.08,0.42,373.28,384.32,97.22,100,-3.68,-2.71,-1.88,74.95,15.72,15.71,14.76,220.68,15.58,15.77,3.65,2.79
2017-06-15 21:00:00,14.35,13.74,-295.72,-228.25,0.33,0.15,0,0.11,0.35,372.13,384.14,96.68,100,-4.27,-3.52,-2.29,74.95,15.72,15.68,14.77,220.5,15.57,15.77,3.35,2.51
2017-06-15 21:30:00,14.54,13.74,-295.04,-228.04,0.21,0.08,0,0.08,0.35,371.52,383.91,96.83,100,-4.87,-4.18,-2.66,74.96,15.74,15.69,14.77,220.65,15.57,15.75,2.85,2.21
2017-06-15 22:00:00,14.4,13.61,-295.01,-228.38,0.18,0.14,0,0.06,0.21,370.43,383.32,96.7,100,-5.27,-4.73,-2.86,74.96,15.71,15.7,14.77,220.62,15.56,15.75,2.68,2.09
2017-06-15 22:30:00,14.07,13.46,-294.21,-228.48,0.17,0.17,0,0.04,0.05,368.5,382.64,96.34,100,-5.64,-5.11,-3.12,74.96,15.68,15.66,14.76,220.55,15.54,15.75,2.99,2.26
2017-06-15 23:00:00,14.25,13.33,-293.89,-227.43,0.23,0.25,0,0.04,0.06,367.14,382,95.84,100,-6.07,-5.39,-3.32,74.97,15.69,15.68,14.67,220.63,15.54,15.73,1.68,1.35
2017-06-15 23:30:00,14.13,13.21,-293.18,-226.49,0.24,0.39,0,0.02,0.07,362.54,381.39,95.09,100,-6.39,-5.68,-3.52,74.97,15.65,15.65,14.61,220.55,15.52,15.74,1.48,1.48
2017-06-16 00:00:00,14.06,12.75,-292.21,-227.71,0.27,0.37,0,0,0.45,324.65,376.45,93.15,100,-6.88,-5.97,-3.8,74.96,15.67,15.66,14.61,224.66,15.52,15.73,0.6,0.85
2017-06-16 00:30:00,13.06,11.24,-292.24,-226.64,0.24,0.42,0,0,1.61,302.81,367.54,93.35,99.97,-8.13,-7.05,-4.69,74.94,15.69,15.68,14.65,230.67,15.52,15.76,0.14,0.08
2017-06-16 01:00:00,12.34,10.38,-292.26,-227.78,0.27,0.45,0,0,1.85,303.77,364.58,94.47,100,-10.99,-9.07,-6.16,74.94,15.68,15.66,14.65,224,15.49,15.75,0.06,0.36
2017-06-16 01:30:00,12.16,10.81,-292.05,-226.28,0.27,0.43,0,0,1.65,322.52,366.62,96.11,100,-14.44,-11.58,-7.68,74.94,15.63,15.64,14.63,217.35,15.46,15.72,0.15,0.93
2017-06-16 02:00:00,12.24,10.52,-291.57,-225.69,0.24,0.39,0,0,1.84,305.69,364.22,95.68,100,-16.78,-13.38,-8.49,74.96,15.61,15.62,14.64,221.18,15.44,15.71,0.73,0.84
2017-06-16 02:30:00,12.6,11.03,-290.45,-226.79,0.23,0.28,0,0,1.14,299.6,366.9,92.63,100,-18.48,-14.74,-9.17,74.96,15.55,15.57,14.62,217.13,15.41,15.71,1.73,1.27
2017-06-16 03:00:00,12.27,10.76,-289.77,-225.53,0.28,0.23,0,0,1.22,295.12,364.39,92.2,100,-19.81,-15.79,-9.64,74.96,15.53,15.58,14.63,221.81,15.38,15.71,0.6,1.2
2017-06-16 03:30:00,11.62,10,-289.58,-226.03,0.22,0.32,0,0,1.58,291.76,359.44,94.39,99.97,-20.85,-16.69,-10.11,74.96,15.5,15.58,14.64,224.39,15.34,15.7,0,0.6
2017-06-16 04:00:00,11.29,9.39,-289.44,-224.95,1.46,0.41,0,0.03,1.58,313.61,359.91,96.08,100,-22.24,-17.71,-10.81,74.96,15.46,15.55,14.65,220.98,15.3,15.7,0,0.8
2017-06-16 04:30:00,11.08,9.21,-289.41,-223.88,18.92,1.24,0,11.8,3.27,335.38,362.11,97.07,100,-23.75,-18.67,-11.48,74.96,15.4,15.54,14.63,216.28,15.24,15.69,0.34,0.81
2017-06-16 05:00:00,11.79,11,-287.87,-223.78,108.65,5.81,0,61.57,16.65,330.18,368.37,96.42,100,-24.35,-19.02,-11.53,75,15.31,15.46,14.6,207.05,15.15,15.64,0.53,1.23
2017-06-16 05:30:00,12.81,12.56,-287.04,-223.81,238.57,12.1,0,137.43,27.37,348.42,378.41,92.64,99.95,-22.61,-17.93,-10.38,75,15.22,15.42,14.58,202.74,15.03,15.56,0.23,1.45
2017-06-16 06:00:00,13.8,13.26,-285.94,-223.55,181.2,8.92,0,101.38,10.94,353.73,381.69,86.86,95.29,-18.82,-15.39,-8.32,75.02,15.18,15.41,14.6,218.12,15,15.59,0.46,1.3
2017-06-16 06:30:00,14.01,13.65,-285.32,-224.63,305.67,14.74,0,169.53,19.31,344.78,384.32,86.63,92.6,-14.21,-12.06,-6.04,75.01,15.12,15.36,14.57,212.44,15,15.62,1.39,1.59
2017-06-16 07:00:00,14.29,14.27,-285.08,-225.23,413.46,19.93,0,223.49,26.42,311.74,385.85,82.1,85.35,-9.69,-8.62,-3.72,75,15.09,15.34,14.74,214.67,14.98,15.62,1.79,1.59
2017-06-16 07:30:00,14.96,15.75,-284.79,-224.2,556.04,27.43,0,307.99,35.83,311.77,392.57,76.73,76.37,-5.6,-5.92,-1.75,75.01,15.18,15.39,14.76,210.72,14.97,15.63,2.34,1.94
2017-06-16 08:00:00,14.77,15.65,-284.98,-222.82,738.21,39.27,0,411.08,48.12,306.92,394.34,78.21,77.13,-0.88,-3.39,0.68,74.98,15.18,15.45,14.75,213.91,14.95,15.71,3.5,2.72
2017-06-16 08:30:00,15.07,16.32,-284.87,-221.81,959.32,47.69,0,542.81,60.54,304.82,401.29,76.85,74.34,6.15,-0.51,3.79,74.96,15.12,15.4,14.74,210.36,14.93,15.71,4.09,3.04
2017-06-16 09:00:00,15.66,17.16,-284.73,-221.07,1190.14,56.99,0,678.37,74.68,306.54,411.28,75.21,71.62,18.35,5.09,9.04,74.93,15.05,15.35,14.71,205.2,14.99,15.71,3.89,2.96
2017-06-16 09:30:00,15.81,17.33,-285.26,-219.68,1189.31,55.48,0,677.5,70.79,311.85,415.89,75.85,72.08,35.16,14.6,15.61,74.91,15.06,15.34,14.72,212.31,15,15.76,4.18,3.13
2017-06-16 10:00:00,16.14,17.74,-285.55,-218.85,1338.51,63.97,0,784.48,80.54,315.2,424.39,74.8,71.45,51.06,25.67,22.98,74.87,15.04,15.31,14.7,205.62,15,15.78,4.11,3.04
2017-06-16 10:30:00,16.33,18.23,-285.36,-218.43,1481.94,69.71,0,847.21,85.91,318.12,429.97,75.12,70.87,64.68,36.82,29.87,74.82,15.03,15.29,14.7,209.9,15.04,15.8,4.36,3.2
2017-06-16 11:00:00,16.61,18.4,-285.76,-216.98,1567.14,76.49,0,900.68,89.73,314.02,434.16,74.95,71.11,77.07,48.8,35.63,74.76,15.05,15.28,14.7,215.22,15.09,15.8,5.09,3.72
2017-06-16 11:30:00,16.87,18.71,-285.96,-216.46,1610.49,73.83,0,928.61,92.85,314.92,438.28,73.75,70.21,88.17,60.48,39.46,74.72,15.09,15.26,14.69,213.17,15.17,15.81,5.13,3.68
2017-06-16 12:00:00,17.09,18.93,-286.42,-215.41,1637.84,91.32,0,945.49,100.37,316.88,440.9,73.87,70.11,95.45,70.38,40.6,74.66,15.16,15.26,14.67,215.51,15.27,15.82,5.67,4.1
2017-06-16 12:30:00,17.32,19.21,-287.03,-213.38,1592.31,73.76,0,918.01,96.64,320.77,443.88,72.85,69.23,98.87,78.2,40,74.6,15.25,15.27,14.65,211.64,15.39,15.81,5.04,3.72
2017-06-16 13:00:00,17.6,19.49,-287.39,-211.95,1601.29,72.19,0,926.82,91.97,319.96,445.36,70.23,66.96,99.12,84.16,38.44,74.55,15.44,15.32,14.67,213.71,15.51,15.79,5.53,4
2017-06-16 13:30:00,18.4,19.91,-287.16,-212.31,1588.8,70.87,0,920.32,92.59,321.35,447.7,68.6,65.86,97.51,88.03,35.49,74.49,15.6,15.35,14.63,212.86,15.64,15.78,5.34,3.88
2017-06-16 14:00:00,18.5,19.99,-286.92,-209.25,1525.11,68.28,0,881.7,86.92,322.43,447.48,68.53,65.96,93.83,89.84,31.13,74.44,15.81,15.41,14.62,214.51,15.82,15.77,5.6,3.99
2017-06-16 14:30:00,18.4,19.9,-286.97,-209.02,1448.26,66.76,0,835.97,84.22,321.37,444.74,69.02,66.37,89.16,89.4,25.9,74.39,16.07,15.52,14.67,217.46,16.01,15.76,5.84,4.14
2017-06-16 15:00:00,18.68,19.84,-286.69,-211.03,1357.03,63.51,0,782.41,84.3,319.92,441.05,68.46,65.54,81.73,85.23,19.91,74.34,16.35,15.66,14.71,218.22,16.2,15.74,6.07,4.4
2017-06-16 15:30:00,18.67,19.92,-286.83,-208.43,1250.51,58.75,0,719.09,78.82,320.02,438.88,67.68,64.87,72.57,79.15,14.09,74.29,16.5,15.68,14.64,216.03,16.41,15.75,5.84,4.15
2017-06-16 16:00:00,18.89,20.17,-286.89,-207.6,1246.77,62.39,0,718.65,84.11,325.63,439.55,66.08,63.11,63.26,72.54,9.51,74.25,16.65,15.75,14.6,211.44,16.62,15.73,5.64,4
2017-06-16 16:30:00,18.83,20.19,-286.73,-205.97,1100.49,58.79,0,632.29,80.23,332.12,436.85,66.56,63.56,55.66,65.7,6.97,74.21,16.88,15.88,14.61,216.12,16.82,15.72,5.53,3.98
2017-06-16 17:00:00,18.95,20.11,-286.7,-206.73,994.01,68.06,0,570.31,87.11,327.93,433.02,64.42,61.77,48.68,59.02,5.18,74.17,17.11,15.99,14.63,216.13,17.02,15.71,5.64,4.11
2017-06-16 17:30:00,18.67,19.6,-285.57,-209.79,753.95,61.97,0,427.09,75.02,320.06,426.15,65.91,63.58,41.2,51.85,3.26,74.14,17.31,16.12,14.65,223.3,17.2,15.71,5.19,3.72
2017-06-16 18:00:00,18.19,18.94,-285.22,-207.94,572.49,36.71,0,319.13,52.52,315.52,419.11,67.83,65.67,32.43,42.8,1.04,74.08,17.47,16.25,14.68,223.7,17.38,15.69,4.56,3.3
2017-06-16 18:30:00,17.89,18.23,-284.91,-211.03,435.17,28.08,0,240.16,46.11,317.65,413.02,68.22,67.02,22.76,33.55,-0.98,74.06,17.61,16.36,14.68,223.4,17.54,15.68,4.04,2.97
2017-06-16 19:00:00,17.08,17.12,-285.99,-208.25,232.63,15.51,0,123.91,25.67,319.11,404.84,71.14,70.89,13.86,25.37,-2.36,74.01,17.73,16.47,14.71,235.56,17.68,15.69,3.45,2.58
2017-06-16 19:30:00,16.34,16.07,-284.94,-208.95,140.51,9.36,0,74.85,20.04,319.75,398.3,74.14,75.17,7.01,18.01,-3.73,73.98,17.86,16.6,14.78,225.89,17.82,15.71,2.54,2.05
2017-06-16 20:00:00,15.77,15.13,-283.2,-214.59,56,3.91,0,30.78,10.86,318.41,392.19,77.39,79.81,1.49,11.14,-4.93,73.96,17.93,16.69,14.79,227.93,17.85,15.7,1.03,1.28
2017-06-16 20:30:00,15.14,14.22,-282.82,-212.53,12.18,0.78,0,4.05,3.04,314.28,386.42,82.62,86.31,-2.61,5.24,-6.07,73.93,17.9,16.78,14.82,230.44,17.89,15.68,0.95,1.4
2017-06-16 21:00:00,14.39,13.56,-282.68,-217.05,0.83,0.06,0,0,1.77,315.57,382.53,87.05,91.22,-6.14,-0.01,-7.18,73.93,17.84,16.71,14.83,223.44,17.9,15.6,0.84,1.37
2017-06-16 21:30:00,14.24,13.21,-282.49,-214.08,0.1,0.07,0,0,2.4,312.76,380.39,91.38,96.34,-9.42,-4.32,-8.08,73.9,17.82,16.7,14.81,219.51,17.93,15.51,0.34,0.65
2017-06-16 22:00:00,13.38,12.49,-282.01,-215.88,0.11,0.1,0,0,2.17,311.7,375.37,92.92,96.53,-12.11,-7.96,-8.83,73.87,17.81,16.74,14.63,223,17.95,15.49,0,0.19
2017-06-16 22:30:00,12.4,11.94,-282.03,-210.28,0.11,0.17,0,0,2.02,324.03,374.97,95.02,98.68,-14.79,-10.4,-9.68,73.86,17.78,16.77,14.62,218.33,17.96,15.49,0.23,0.44
2017-06-16 23:00:00,12.56,11.81,-281.9,-209.29,0.15,0.14,0,0,1.97,337.89,376.7,95.19,99.32,-16.79,-12.06,-9.95,73.86,17.72,16.78,14.6,215.65,17.94,15.48,0.01,0.18
2017-06-16 23:30:00,12.78,11.76,-281.99,-208.42,0.15,0.22,0,0,2.47,316.61,373.12,95,99.69,-17.41,-12.85,-9.84,73.86,17.68,16.79,14.6,218.93,17.92,15.48,0,0.29
2017-06-17 00:00:00,12.12,11.21,-281.93,-207.92,0.12,0.17,0,0,2.2,308.95,370.68,95.43,99.75,-18.04,-13.52,-10.16,73.81,17.65,16.81,14.61,219.81,17.88,15.49,1.14,1.28
2017-06-17 00:30:00,12.33,11.2,-281.63,-209,0.12,0.04,0,0,1.9,303.68,370.39,88.69,96.19,-19.8,-14.92,-11.14,73.75,17.56,16.81,14.6,217.54,17.83,15.49,2.49,1.75
2017-06-17 01:00:00,11.65,10.89,-281.54,-208.63,0.11,0.05,0,0,1.86,301.82,368.32,88.8,95.23,-21.25,-16,-12.04,73.74,17.51,16.81,14.61,218.12,17.78,15.49,2.02,1.75
2017-06-17 01:30:00,12.02,10.93,-281.49,-207.06,0.1,0.03,0,0,1.91,306.88,367.64,87,93.1,-22.45,-17.01,-12.75,73.75,17.44,16.81,14.61,217.02,17.71,15.5,1.82,1.67
2017-06-17 02:00:00,11.4,10.42,-281.17,-209.06,0.08,0.04,0,0,1.6,315.65,366.42,87.29,93.69,-23.45,-17.79,-13.29,73.74,17.38,16.79,14.6,218.39,17.64,15.5,1.35,1.38
2017-06-17 02:30:00,11.17,10.18,-281.19,-211.21,0.1,0.04,0,0,1.65,315.4,365.89,87.88,95,-24.02,-18.35,-13.35,73.72,17.33,16.77,14.6,216.86,17.57,15.51,0.6,1.24
2017-06-17 03:00:00,10.94,10.05,-280.75,-207.77,0.1,0.05,0,0,1.75,311.86,364.53,88.14,95.46,-24.2,-18.56,-13.36,73.72,17.25,16.75,14.59,217.43,17.47,15.51,0.29,1.28
2017-06-17 03:30:00,11.15,10.05,-281.58,-205.26,0.1,0.06,0,0,1.5,321.17,364.95,87.6,94.4,-24.51,-18.81,-13.45,73.7,17.19,16.74,14.59,215.47,17.38,15.53,1.11,1.31
2017-06-17 04:00:00,11.04,10.13,-280.49,-210.43,1.07,0.05,0,0.41,1.53,326.84,365.63,87.68,93.97,-24.65,-18.96,-13.45,73.72,17.09,16.71,14.59,215.35,17.29,15.54,0.8,1.29
2017-06-17 04:30:00,11.2,10.44,-280.6,-211.72,11.98,0.5,0,7.09,2.21,340.92,367.72,87.09,93.02,-24.31,-18.75,-13.19,73.73,17.03,16.68,14.57,213.09,17.19,15.55,1.15,1.34
2017-06-17 05:00:00,11.64,10.91,-280.16,-209.22,31.3,1.68,0,17.73,3.19,351.67,370.93,86.21,91.91,-23.46,-18.09,-12.62,73.74,16.93,16.63,14.54,211.82,17.11,15.54,1.13,1.45
2017-06-17 05:30:00,11.98,11.38,-280.22,-207.05,58.21,2.98,0,32.01,4.36,355.28,373.27,84.2,88.87,-21.61,-16.76,-11.64,73.74,16.85,16.58,14.52,212.09,17.02,15.55,1.47,1.7
2017-06-17 06:00:00,12.2,11.71,-279.87,-208.24,70.57,3.8,0,37.89,4.74,357.4,374.96,82.68,86.56,-19.32,-14.98,-10.64,73.76,16.77,16.54,14.53,213.1,16.93,15.56,1.07,1.47
2017-06-17 06:30:00,12.5,12.08,-279.97,-211.62,120.82,6.5,0,63.56,7.95,355.43,377.58,81.89,85.6,-17.03,-13.04,-9.74,73.76,16.71,16.52,14.53,210.6,16.84,15.57,0.67,1.33
2017-06-17 07:00:00,13.07,12.92,-279.81,-209.7,295.4,14.82,0,158.74,19.15,346.68,383.5,79.34,81.05,-14.66,-11.17,-8.41,73.78,16.62,16.47,14.5,206.35,16.74,15.58,1.66,1.75
2017-06-17 07:30:00,13.31,13.62,-279.77,-208.65,401.84,20.53,0,214.33,25.49,338.08,388.41,77.07,77.09,-10.73,-8.3,-5.85,73.79,16.54,16.42,14.48,208.13,16.65,15.58,1.56,1.71
2017-06-17 08:00:00,13.75,14.33,-279.59,-209.97,488.55,25.41,0,262.36,30.58,342.14,394.59,76.68,75.03,-5.51,-4.24,-2.91,73.78,16.48,16.38,14.6,207.47,16.57,15.59,1.48,1.44
2017-06-17 08:30:00,13.93,14.64,-279.7,-210.79,527.26,27.61,0,279.64,32.4,342.63,398.01,79.48,77.44,0.63,0.23,0.13,73.79,16.44,16.35,14.66,209.99,16.51,15.65,1.68,1.49
2017-06-17 09:00:00,14.26,15.08,-279.76,-210.21,583.43,30.78,0,311.34,36.41,340.34,401.35,77.27,74.72,7.25,5.23,2.72,73.77,16.41,16.33,14.66,210.17,16.47,15.71,1.79,1.81
2017-06-17 09:30:00,14.49,15.61,-279.84,-209.84,753.45,39.83,0,409.67,48.12,342.32,406.68,69.9,68.24,13.47,10.45,5.22,73.75,16.54,16.48,14.64,206.23,16.49,15.71,2.76,2.16
2017-06-17 10:00:00,14.93,16.2,-280.12,-206.5,964.85,50.22,0,531.93,60.78,341.92,414.72,64.83,63.27,20.74,15.9,8.29,73.72,16.53,16.44,14.64,203.39,16.44,15.74,2.77,2.19
2017-06-17 10:30:00,15.21,16.53,-280.14,-206.38,911.2,48.14,0,499.78,56.72,344.19,417.51,64.1,62.13,30.92,22.47,12.63,73.7,16.53,16.44,14.64,211.43,16.43,15.82,2.33,1.94
2017-06-17 11:00:00,15.21,16.73,-280.53,-205.74,905,47.86,0,489.45,53.97,349.77,421.06,62.3,60.73,40.21,28.82,15.35,73.66,16.53,16.41,14.64,210.94,16.5,15.83,1.56,1.39
2017-06-17 11:30:00,15.66,17.09,-280.93,-205.96,914.32,47.84,0,492.21,53.34,351.59,423.13,61.44,60.29,46.38,33.22,16.77,73.59,16.54,16.4,14.64,210.43,16.51,15.84,1.24,1.12
